,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06
민생당,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0
민정수석,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,0,0,0,250,0,134,479,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,0,0,0,0
민주노총,163,0,136,219,0,0,0,190,0,0,0,0,0,560,0,296,0,0,194,0,368,197,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0
민주당,1195,988,1786,2217,2279,3454,5150,4747,5582,5582,2509,1353,1673,3076,2970,3206,2443,3293,3648,2995,2747,3028,2328,3149,3638,3405,4383,5361,6426,8357,10451,4556,6644,7054,6601,4775,5584,7952,6023,5819,4581,6171,7611,5088,6404
민주주의,136,121,0,0,0,0,0,226,0,0,0,0,0,0,0,0,284,0,183,203,238,136,119,119,247,0,59,118,115,0,220,116,300,193,364,0,0,343,484,303,212,310,218,321,322
민주평화당,0,0,0,0,358,255,248,342,332,332,206,0,0,151,192,145,139,196,274,165,140,195,216,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
민중당,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,100,245,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
민평당,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
바른미래당,0,0,0,0,1015,1318,1711,2131,2089,2089,933,1003,742,1020,1723,835,755,1313,2920,1467,1129,1269,954,1302,1252,467,665,863,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
바른정당,1311,1861,1167,1570,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
바이든,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,330,166,0,0,0,175,408,171,0,219,309,840,592,1547,6091,826,1891,1138,1114,1100,1705,768
바이든_당선인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,0,0,0,0,0,0
바이든_대통령,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,627,485,671,938,488
바이든_후보,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,274,655,1462,0,0,0,0,0,0,0
바이러스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,136,272,426,342,255,168,0,0,161,149,0,0,0,0,0,0,0,0,0
박근혜,1882,1265,947,618,637,677,1069,323,385,385,383,163,405,333,424,379,756,458,485,378,344,215,364,216,309,375,387.5,400,240,702,255,250,209,227,315,181,278,291,423,953,365,249,317,221,335
박근혜_정부,266,134,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
박범계,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,444,335,151,0,0,136
박병석,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,433,0,0,0,0,0,0,0,0,0,0,0,0
박영선,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,514,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,827,923,3423,1554,0,0
박영선_후보,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,212,0,0
박용진,0,0,0,0,0,0,0,0,0,0,0,0,173,227,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,261
박원순,172,0,0,176,0,222,411,490,593,593,0,0,135,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2073,174,0,0,0,159,504,377,787,173,0,0
박준영,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,0
박지원,101,0,169,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,127,0,143,146,135,137,133,129.5,126,0,0,154,0,0,920,0,0,0,0,0,0,0,0,0,0,0
박형준,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5,127,0,0,151,0,0,0,0,0,0,0,0,0,473,1122,877,0,0
반대파,0,0,375,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
반도체,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,914,180
발사장,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
발사체,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946,0,438,1477,290,306,266,133,0,0,770,0,0,0,155,0,0,0,0,0,0,0,320,0,0,0
방사포,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,425,142,0,376,188,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
방위비,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,255,283,0,0,0,0,0,396,259,141,1353,837.5,322,230,0,454,227,295,298,135,0,194,200,0,0,188,492,0,0,0
방위비_분담금,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,502,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
배우자,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,158,0
백두산,0,0,0,0,0,0,0,0,0,0,0,1034,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
백신_접종,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,163,464,369,162,227,0
백악관,391,273,363,484,743,951,451,1369,929,929,332,542,216,308,406,550,617,374,448,445,386,334,139,402,424,315,331,347,192,222,234,307,586,373,388,193,889,930,283,631,241,399,312,525,282
법무부,274,257,159,404,0,0,0,0,0,0,0,0,163,0,0,0,150,468,176,208,408,267,978,2519,2102,531,1080,1629,760,183,294,274,777,1660,651,1403,2102,2969,4374,1564,1422,1004,1046,1299,1110
법무부_장관,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,467,304,126,207.5,289,0,0,0,0,160,356,0,249,329,428,423,178,137,147,0,135,203
법사위,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,211,233,0,0,0,0,143,0,392,911,302,171,206,208,562,733,185,267,0,0,137,0
법사위원장,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,0,0,0,0,0,0,0,0,0,214,246,0
베이징,0,228,353,0,0,528,0,511,604,604,0,0,140,0,0,554,261,230,0,0,0,0,234,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
베트남,0,320,0,0,0,637,0,0,0,0,0,0,0,0,287,391,3600,785,161,132,165,0,0,0,0,132,66,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0
변창흠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048,0,134,638,0,0,0
변호사,276,120,192,369,287,658,438,485,526,526,558,204,587,458,310,388,324,247,387,203,0,237,181,260,249,184,342,500,979,685,314,230,302,569,460,298,707,818,1181,708,385,395,440,398,437
변호인,341,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,149,0,0,0,0,0,0
보고서,300,383,401,0,136,163,0,0,0,0,226,297,237,407,423,281,170,691,963,337,244,338,307,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
보궐선거,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,296,228,467,431,0,0
보수통합,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,209,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
보유세,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,173,0,0
보이콧,345,0,0,0,0,0,0,0,0,0,0,0,0,175,0,178,265,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
보좌관,0,191,264,0,536,406,510,517,283,283,259,141,275,0,182,420,278,519,338,363,355,573,241,470,163,241,312,383,189,145,0,258,908,379,152,1034,607,353,0,169,0,0,0,136,171
본부장,155,0,0,0,0,0,0,0,0,0,0,150,142,159,0,0,149,244,0,0,167,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
본회의,0,128,981,0,249,321,187,1384,0,0,169,223,141,413,1059,0,0,331,283,142,525,726,392,236,649,952,812,672,332,378,439,1003,1717,768,514,524,346,266,1325,351,550,380,392,432,362
볼턴_보좌관,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,287,145,165,0,322,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부대변인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,155,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
부대표,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,249,152,0,0,0,0,0,0,0,0,0,0,0,0
부동산,123,0,0,257,0,0,0,0,0,0,178,868,332,194,0,658,0,523,198,0,229,0,174,0,0,221,615.5,1010,361,229,516,258,840,6472,4493,850,1117,1321,1655,1821,1014,6564,4497,3283,3283
부동산_정책,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,488,0,0,0,211,182,0,317,662,422,0
부동산_투기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,239,0,324
부부장,0,0,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,451,0,0,0,0,0,0,200,0,312,0,0,165
부산시장,0,0,0,0,0,0,0,0,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,233,377,0,0,0,0,0,0,0
부시장,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,514.5,552,192,0,0,161,261,197,0,0,0,0,0,159,0,0,210,0,0
부위원장,119,0,0,195,1448,251,526,670,886,886,134,314,134,378,194,928,285,0,310,0,381,134,0,0,0,0,133.5,267,154,179,0,193,152,175,203,180,157,209,239,0,0,0,0,0,0
부의장,0,0,0,0,0,0,0,0,232,232,0,0,0,0,162,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,933,812,0,143,0,0,0,0,0,0,191,0,0
부장관,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,73.5,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0
부총리,476,312,180,438,372,455,268,396,459,459,784,440,1053,1067,682,530,220,345,394,390,320,434,289,302,505,352,426,500,361,771,665,314,603,775,936,876,1176,1096,498,976,991,711,647,558,693
부통령,0,0,0,0,1381,0,0,211,0,0,0,0,0,363,0,0,0,0,167,148,0,0,0,237,188,182,91,0,220,386,210,216,231,281,780,0,437,723,0,500,0,0,0,137,0
부회장,137,0,322,246,536,0,0,0,0,0,147,388,0,0,0,312,0,0,0,0,0,150,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
북미_정상회담,0,0,0,0,0,379,633,1494,607,607,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
북미대화,0,0,0,0,316,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
북미정상회담,0,0,0,0,0,278,619,2698,1597,1597,0,345,353,159,237,710,1369,468,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
북한_원전,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,356,0,0,0,0
북한군,0,585,160,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,519,0,0,611,261,0,0,0,0,0,0,0,0
분담금,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,228,256,0,0,0,0,0,332,207,0,1048,614,180,142,0,286,136,0,0,0,0,0,0,0,0,156,395,0,0,0
분위기,110,148,171,325,363,321,428,426,478,478,177,262,142,192,182,224,334,182,153,179,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
불가능,0,0,175,0,0,199,0,226,0,0,0,0,0,0,132,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
불공정,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,202,101,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0
불출마,0,0,144,181,139,367,269,0,0,0,0,0,0,0,0,142,168,0,0,0,0,0,0,145,388,1285,836,387,425,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
블라디보스토크,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
블랙리스트,205,0,235,237,0,0,0,0,0,0,0,0,0,0,238,0,322,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0
블룸버그,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,60.5,0,214,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
블링컨,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,303,221,1112,0,292,0
비건_대표,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,597,0,0,152,136,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
비건_부장관,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,0,0,0,0,213,0,0,0,0,0,0
비공개,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,232,143,71.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
비대위,0,0,0,0,0,0,0,0,330,330,182,0,0,429,158,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259,823,308,0,0,154,167,0,0,0,0,0,227,0,0
비대위원장,0,0,0,0,0,0,0,0,0,0,131,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0
비례대표,0,0,0,0,133,0,0,294,323,323,0,0,0,0,212,147,0,430,151,0,0,0,0,0,141,129,64.5,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
비례대표제,0,0,0,0,0,0,0,0,0,0,0,0,0,344,921,304,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
비서관,289,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
비서실장,326,112,279,157,170,0,0,0,0,0,158,137,178,249,303,940,0,0,0,0,0,0,123,0,0,317,273.5,230,94,0,0,0,0,269,531,0,0,258,385,199,145,0,163,0,0
비핵화,0,0,219,660,1104,3271,4731,5747,4509,4509,2802,6445,3086,1915,1774,2148,3630,2893,2525,1142,2233,1188,526,1446,893,0,84.5,169,0,0,0,0,203,0,0,138,169,161,0,0,121,199,194,295,0
사개특위,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906,120,239,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
사람들,169,0,0,277,131,243,235,234,352,352,190,153,170,182,224,209,169,162,154,281,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
사령관,106,131,0,0,0,0,0,0,0,0,210,0,140,262,0,0,0,0,151,128,0,143,0,151,216,209,258.5,308,0,0,0,122,0,269,0,203,0,0,0,0,0,171,0,128,0
사립유치원,0,0,0,0,0,0,0,0,0,0,0,0,500,293,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
사무관,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
사무소,0,0,0,0,0,0,0,0,311,311,334,420,158,0,0,0,0,504,0,0,0,0,0,0,0,0,94,188,99,137,0,0,2451,0,0,0,0,0,0,0,0,0,0,0,0
사무실,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,191,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0
사법개혁,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,259,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
사법부,0,0,0,0,0,0,0,0,0,0,206,213,181,187,0,200,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,699,0,0,0,0
사보임,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
사실상,0,0,0,0,0,169,249,196,0,0,149,0,161,142,156,155,151,153,165,139,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
사전투표,0,0,0,0,0,0,0,0,1230,1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,0,0,0,0,0,0,0,0,0,0,0,632,0,0
사전투표율,0,0,0,0,0,0,0,0,362,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,283,0,0
산업부,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,174,329,0,0,0,0
삼척항,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
상임위,142,98,0,0,0,0,0,0,0,0,141,0,0,133,0,270,0,0,134,0,383,161,235,114,140,166,83,0,0,0,198,517,1842,724,189,212,180,245,311,0,0,141,0,0,0
상임위원장,0,0,0,0,561,0,0,0,204,204,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,123,424,0,0,0,0,0,0,0,0,0,0,0,0
새누리당,0,0,0,0,0,0,0,0,183,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,162.5,151,212,173,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
새보수당,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542.5,1085,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
샌더스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,467,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
생중계,0,0,0,0,0,0,882,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울대,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,154,243,0,0,0,0,0,0,0,0,183,0,0,169,0,0,0,0,0,0,0,0
서울시,205,0,0,228,0,191,244,215,300,300,0,0,297,152,136,163,0,0,0,0,216,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울시장,0,0,163,254,277,1054,1307,733,752,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,191,0,0,0,0,0,0
서울중앙지검,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,101,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서초동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
선거구,124,202,256,254,389,1219,558,553,425,425,0,0,0,138,0,0,0,272,229,0,0,0,0,0,0,192,382.5,573,961,2318,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0
선거법,0,0,0,0,0,0,0,180,0,0,0,0,0,0,221,0,0,448,449,238,210,182,421,0,543,1054,775.5,497,325,612,441,0,0,0,0,0,310,0,0,0,0,141,182,0,0
선거법_개정안,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,256,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
선거운동,0,0,0,0,0,200,0,577,629,629,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,74.5,149,317,378,631,0,0,0,0,0,0,0,0,0,0,150,0,0,0
선거인단,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,198,1268,271,159,0,0,0,0,0
선거제도,0,0,0,0,0,0,0,0,0,0,282,137,136,302,691,251,0,304,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
선거제도_개혁,0,0,0,0,0,0,0,0,0,0,151,0,0,130,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
선관위,0,0,0,0,124,0,905,389,490,490,0,0,0,0,0,247,267,206,0,0,0,0,0,0,0,0,308.5,617,638,712,1034,456,0,0,0,193,0,0,0,0,0,259,526,137,0
선대위,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,399,259,0,0,0,0,0,0,0,0,0,0,172,0,0,0
선발대,0,0,0,537,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
선수단,0,0,0,1153,724,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
선수들,0,0,0,592,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
성범죄,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,219,0,0,0,131,0,0,0,0,178,0,0,0,0,154
성추행,0,0,0,0,205,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,0,0,1464,503,0,0,0,0,1109,217,354,0,0,383
성폭력,0,0,0,0,216,448,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,129,0,0,0,0,263,0,0,0,0,161
성폭행,0,0,0,0,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0
세월호,538,168,157,0,0,319,291,0,0,0,0,0,0,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
세종시,0,100,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,278,136,137,872,255,166,315,296,213,176,0,323,147,568,220
셧다운,0,0,0,173,0,0,0,0,0,0,0,0,0,0,221,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
소득주도성장,0,0,0,0,0,0,0,0,0,0,426,276,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
소상공인,0,0,0,153,0,0,0,0,0,0,234,0,0,0,0,175,207,0,0,0,0,0,0,0,0,0,0,0,194,620,414,118,216,150,0,582,250,191,617,1002,850,481,238,271,443
소식통,0,0,0,0,0,0,0,209,0,0,0,0,0,0,140,233,204,149,170,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
손학규,0,0,0,0,0,0,0,0,0,0,219,278,0,161,327,0,0,0,379,404,0,228,292,207,214,177,250.5,324,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
