year,month,day,NSI
2008,6,23,87.15
2008,6,24,89.36
2008,6,25,90.27
2008,6,26,91.73
2008,6,27,97.76
2008,6,28,98.46
2008,6,29,99.46
2008,6,30,96.28
2008,7,1,96.52
2008,7,2,97.43
2008,7,3,96.59
2008,7,4,92.74
2008,7,5,93.3
2008,7,6,92.85
2008,7,7,93.73
2008,7,8,93.03
2008,7,9,90.14
2008,7,10,90.9
2008,7,11,92.73
2008,7,12,94.8
2008,7,13,94.97
2008,7,14,95.7
2008,7,15,96.42
2008,7,16,97.71
2008,7,17,97.33
2008,7,18,98.4
2008,7,19,94.38
2008,7,20,93.99
2008,7,21,92.44
2008,7,22,94.03
2008,7,23,96.37
2008,7,24,100.06
2008,7,25,102.42
2008,7,26,107.54
2008,7,27,108.14
2008,7,28,108.77
2008,7,29,109.67
2008,7,30,110.03
2008,7,31,108.83
2008,8,1,107.57
2008,8,2,104.63
2008,8,3,104.34
2008,8,4,104.28
2008,8,5,100.35
2008,8,6,98.25
2008,8,7,97.67
2008,8,8,94.9
2008,8,9,94.61
2008,8,10,95.15
2008,8,11,94.81
2008,8,12,99.5
2008,8,13,102.73
2008,8,14,102.11
2008,8,15,102.95
2008,8,16,103.43
2008,8,17,103.93
2008,8,18,105.79
2008,8,19,103.21
2008,8,20,99.07
2008,8,21,98.61
2008,8,22,97.48
2008,8,23,95.25
2008,8,24,94.06
2008,8,25,94.38
2008,8,26,94.69
2008,8,27,94.82
2008,8,28,93.61
2008,8,29,94.37
2008,8,30,95.66
2008,8,31,95.63
2008,9,1,94.79
2008,9,2,90.25
2008,9,3,88.24
2008,9,4,88.29
2008,9,5,87.72
2008,9,6,86.4
2008,9,7,86.27
2008,9,8,82.8
2008,9,9,87.49
2008,9,10,91.42
2008,9,11,93.12
2008,9,12,94.41
2008,9,13,97.66
2008,9,14,97.96
2008,9,15,101.43
2008,9,16,97.57
2008,9,17,91.63
2008,9,18,88.67
2008,9,19,84.97
2008,9,20,82.58
2008,9,21,82.75
2008,9,22,82.54
2008,9,23,86.82
2008,9,24,91.02
2008,9,25,94.44
2008,9,26,96.92
2008,9,27,94.57
2008,9,28,94.78
2008,9,29,97.33
2008,9,30,95.74
2008,10,1,93.56
2008,10,2,92.26
2008,10,3,89.62
2008,10,4,88.32
2008,10,5,87.56
2008,10,6,85.02
2008,10,7,81.61
2008,10,8,81.73
2008,10,9,77.53
2008,10,10,77.6
2008,10,11,76.81
2008,10,12,76.59
2008,10,13,76.63
2008,10,14,78.71
2008,10,15,82.81
2008,10,16,83.74
2008,10,17,81.56
2008,10,18,81.95
2008,10,19,82.05
2008,10,20,81.15
2008,10,21,83.24
2008,10,22,81.07
2008,10,23,80.24
2008,10,24,81.89
2008,10,25,83.19
2008,10,26,83.13
2008,10,27,84.01
2008,10,28,82.02
2008,10,29,83.89
2008,10,30,85.52
2008,10,31,88.93
2008,11,1,90.86
2008,11,2,91.21
2008,11,3,89.1
2008,11,4,92.71
2008,11,5,94.14
2008,11,6,97.06
2008,11,7,94.71
2008,11,8,95.01
2008,11,9,95.01
2008,11,10,96.19
2008,11,11,94.15
2008,11,12,89.16
2008,11,13,84.58
2008,11,14,83.37
2008,11,15,82.68
2008,11,16,82.22
2008,11,17,81.69
2008,11,18,78.29
2008,11,19,77.03
2008,11,20,75.16
2008,11,21,73.56
2008,11,22,73.78
2008,11,23,73.81
2008,11,24,72.88
2008,11,25,72.85
2008,11,26,75.4
2008,11,27,79.56
2008,11,28,82.38
2008,11,29,82.71
2008,11,30,83.17
2008,12,1,86.41
2008,12,2,88.67
2008,12,3,87.11
2008,12,4,85.56
2008,12,5,85.38
2008,12,6,84.83
2008,12,7,84.71
2008,12,8,85.39
2008,12,9,86.09
2008,12,10,86.64
2008,12,11,89.07
2008,12,12,90.58
2008,12,13,89.6
2008,12,14,89.9
2008,12,15,89.12
2008,12,16,90.88
2008,12,17,92.99
2008,12,18,93.86
2008,12,19,95.11
2008,12,20,99.24
2008,12,21,100.38
2008,12,22,100.82
2008,12,23,99.85
2008,12,24,97.72
2008,12,25,94.01
2008,12,26,89.79
2008,12,27,87.59
2008,12,28,86.77
2008,12,29,85.38
2008,12,30,82.63
2008,12,31,83.3
2009,1,1,84.87
2009,1,2,87.18
2009,1,3,89.67
2009,1,4,90.53
2009,1,5,93.87
2009,1,6,97.91
2009,1,7,100.89
2009,1,8,103.85
2009,1,9,105.63
2009,1,10,102.74
2009,1,11,101.71
2009,1,12,98.8
2009,1,13,95.76
2009,1,14,94.89
2009,1,15,93.36
2009,1,16,90.51
2009,1,17,90.55
2009,1,18,89.99
2009,1,19,90.92
2009,1,20,92.71
2009,1,21,87.62
2009,1,22,83.42
2009,1,23,85.15
2009,1,24,85.18
2009,1,25,85.67
2009,1,26,85.52
2009,1,27,83.09
2009,1,28,84.21
2009,1,29,88.99
2009,1,30,91.13
2009,1,31,92.53
2009,2,1,93.45
2009,2,2,93.53
2009,2,3,93.73
2009,2,4,96.84
2009,2,5,97.92
2009,2,6,97.06
2009,2,7,100.21
2009,2,8,100.59
2009,2,9,100.57
2009,2,10,101.94
2009,2,11,103.18
2009,2,12,101.35
2009,2,13,99.81
2009,2,14,97.93
2009,2,15,97.36
2009,2,16,98.56
2009,2,17,98.84
2009,2,18,97.28
2009,2,19,98.46
2009,2,20,100.52
2009,2,21,99.64
2009,2,22,98.7
2009,2,23,97.99
2009,2,24,98.79
2009,2,25,97.98
2009,2,26,96.35
2009,2,27,95.68
2009,2,28,94.64
2009,3,1,95.48
2009,3,2,94.62
2009,3,3,91.62
2009,3,4,92.91
2009,3,5,94.14
2009,3,6,94.1
2009,3,7,94.28
2009,3,8,94.4
2009,3,9,94.76
2009,3,10,95.76
2009,3,11,97.47
2009,3,12,98.02
2009,3,13,98.92
2009,3,14,99.95
2009,3,15,100.7
2009,3,16,102.45
2009,3,17,103.59
2009,3,18,103.53
2009,3,19,101.55
2009,3,20,100.26
2009,3,21,101.88
2009,3,22,101.97
2009,3,23,100.96
2009,3,24,102.4
2009,3,25,104.11
2009,3,26,106.93
2009,3,27,110.63
2009,3,28,108.78
2009,3,29,108.04
2009,3,30,109.27
2009,3,31,108.4
2009,4,1,106.91
2009,4,2,106.8
2009,4,3,108.21
2009,4,4,110.47
2009,4,5,110.47
2009,4,6,108.46
2009,4,7,110.16
2009,4,8,110.83
2009,4,9,109.75
2009,4,10,110.11
2009,4,11,110.06
2009,4,12,110.67
2009,4,13,113.84
2009,4,14,114.23
2009,4,15,113.94
2009,4,16,114.25
2009,4,17,113.26
2009,4,18,114.38
2009,4,19,114.3
2009,4,20,111.59
2009,4,21,110.86
2009,4,22,110.07
2009,4,23,111.76
2009,4,24,111.48
2009,4,25,111.01
2009,4,26,110.75
2009,4,27,112.24
2009,4,28,112.89
2009,4,29,112.89
2009,4,30,113
2009,5,1,112.45
2009,5,2,110.78
2009,5,3,112.05
2009,5,4,112.54
2009,5,5,112.03
2009,5,6,111.71
2009,5,7,110.84
2009,5,8,111.03
2009,5,9,113.47
2009,5,10,113.35
2009,5,11,112.5
2009,5,12,112.27
2009,5,13,112.34
2009,5,14,111.78
2009,5,15,110.13
2009,5,16,109.34
2009,5,17,108.4
2009,5,18,109.61
2009,5,19,109.68
2009,5,20,111.82
2009,5,21,112.98
2009,5,22,114.23
2009,5,23,112.36
2009,5,24,111.66
2009,5,25,112.43
2009,5,26,110.19
2009,5,27,108
2009,5,28,106.25
2009,5,29,106.84
2009,5,30,108.65
2009,5,31,109.35
2009,6,1,107.61
2009,6,2,107.93
2009,6,3,108.6
2009,6,4,109.56
2009,6,5,108.78
2009,6,6,109.33
2009,6,7,109.54
2009,6,8,110.92
2009,6,9,111.56
2009,6,10,111.83
2009,6,11,113.29
2009,6,12,112.01
2009,6,13,112.16
2009,6,14,111.82
2009,6,15,111.57
2009,6,16,111.55
2009,6,17,109.29
2009,6,18,107.28
2009,6,19,108.29
2009,6,20,108.35
2009,6,21,108.9
2009,6,22,105.49
2009,6,23,106.06
2009,6,24,106.18
2009,6,25,107.53
2009,6,26,110.92
2009,6,27,111.93
2009,6,28,111.46
2009,6,29,112.46
2009,6,30,113.02
2009,7,1,114.54
2009,7,2,115.5
2009,7,3,114.77
2009,7,4,113.7
2009,7,5,114.13
2009,7,6,116.09
2009,7,7,118.63
2009,7,8,120.4
2009,7,9,118.28
2009,7,10,116.95
2009,7,11,117.94
2009,7,12,117.92
2009,7,13,119.18
2009,7,14,115.04
2009,7,15,112.49
2009,7,16,113.87
2009,7,17,116.39
2009,7,18,115.93
2009,7,19,116.63
2009,7,20,114.01
2009,7,21,116.36
2009,7,22,118.2
2009,7,23,119.88
2009,7,24,120.16
2009,7,25,125.78
2009,7,26,125.38
2009,7,27,127.61
2009,7,28,129.61
2009,7,29,128.46
2009,7,30,128.2
2009,7,31,126.96
2009,8,1,123.61
2009,8,2,123.6
2009,8,3,121.75
2009,8,4,120.39
2009,8,5,120.21
2009,8,6,118.66
2009,8,7,117.93
2009,8,8,116.77
2009,8,9,116.46
2009,8,10,118.17
2009,8,11,116.82
2009,8,12,117.11
2009,8,13,117.04
2009,8,14,115.53
2009,8,15,116.37
2009,8,16,116.65
2009,8,17,115.94
2009,8,18,113.34
2009,8,19,113.55
2009,8,20,115.25
2009,8,21,118.17
2009,8,22,117.29
2009,8,23,117.58
2009,8,24,118.66
2009,8,25,124.04
2009,8,26,124.36
2009,8,27,124.97
2009,8,28,123.43
2009,8,29,123.34
2009,8,30,123.23
2009,8,31,123.51
2009,9,1,119.55
2009,9,2,120.82
2009,9,3,119.43
2009,9,4,121.15
2009,9,5,120.71
2009,9,6,119.05
2009,9,7,118.92
2009,9,8,120.81
2009,9,9,121.11
2009,9,10,120.91
2009,9,11,121.71
2009,9,12,123.56
2009,9,13,125.18
2009,9,14,125.31
2009,9,15,122.79
2009,9,16,121.54
2009,9,17,123.33
2009,9,18,122.9
2009,9,19,123.13
2009,9,20,123.43
2009,9,21,124.79
2009,9,22,128.17
2009,9,23,130.22
2009,9,24,126.8
2009,9,25,123.15
2009,9,26,119.63
2009,9,27,119.56
2009,9,28,117.35
2009,9,29,115.68
2009,9,30,114.22
2009,10,1,115.76
2009,10,2,117.24
2009,10,3,117.62
2009,10,4,116.65
2009,10,5,116.9
2009,10,6,113.19
2009,10,7,112.28
2009,10,8,112.73
2009,10,9,113.89
2009,10,10,115.7
2009,10,11,116.65
2009,10,12,116.65
2009,10,13,118.87
2009,10,14,119.47
2009,10,15,121.12
2009,10,16,121.82
2009,10,17,120.23
2009,10,18,120.11
2009,10,19,118.25
2009,10,20,118.71
2009,10,21,120.18
2009,10,22,119.69
2009,10,23,118.19
2009,10,24,122.3
2009,10,25,122.58
2009,10,26,124.91
2009,10,27,127.27
2009,10,28,125.97
2009,10,29,125.26
2009,10,30,124.47
2009,10,31,125.47
2009,11,1,125.61
2009,11,2,125.25
2009,11,3,123.22
2009,11,4,122.74
2009,11,5,123.51
2009,11,6,123.69
2009,11,7,120.67
2009,11,8,119.91
2009,11,9,120.35
2009,11,10,121.25
2009,11,11,123.36
2009,11,12,122.69
2009,11,13,122.97
2009,11,14,121.17
2009,11,15,121.32
2009,11,16,119.74
2009,11,17,119.04
2009,11,18,117.88
2009,11,19,117.24
2009,11,20,118.51
2009,11,21,119.78
2009,11,22,119.68
2009,11,23,120.9
2009,11,24,121.06
2009,11,25,120.57
2009,11,26,120.87
2009,11,27,118.33
2009,11,28,115.37
2009,11,29,114.62
2009,11,30,115.5
2009,12,1,117.38
2009,12,2,118.32
2009,12,3,119.6
2009,12,4,120.81
2009,12,5,124.55
2009,12,6,125.88
2009,12,7,126.53
2009,12,8,126.15
2009,12,9,126.46
2009,12,10,125.85
2009,12,11,128.7
2009,12,12,127.79
2009,12,13,128.06
2009,12,14,127.57
2009,12,15,128.78
2009,12,16,130.68
2009,12,17,131.24
2009,12,18,129.35
2009,12,19,129.53
2009,12,20,129.31
2009,12,21,127.48
2009,12,22,125.55
2009,12,23,122.9
2009,12,24,122.95
2009,12,25,123.57
2009,12,26,122.74
2009,12,27,122.79
2009,12,28,124.58
2009,12,29,124
2009,12,30,124.46
2009,12,31,120.1
2010,1,1,118.24
2010,1,2,118.75
2010,1,3,119.16
2010,1,4,120.73
2010,1,5,123.43
2010,1,6,123.27
2010,1,7,126.57
2010,1,8,129.52
2010,1,9,130.59
2010,1,10,130.04
2010,1,11,127.88
2010,1,12,126.84
2010,1,13,127.47
2010,1,14,126.21
2010,1,15,125.48
2010,1,16,127.3
2010,1,17,127.47
2010,1,18,126.69
2010,1,19,125.76
2010,1,20,125.38
2010,1,21,125.85
2010,1,22,125.37
2010,1,23,121.66
2010,1,24,120.89
2010,1,25,123.11
2010,1,26,121.97
2010,1,27,120.66
2010,1,28,121.51
2010,1,29,123.24
2010,1,30,125.97
2010,1,31,126.32
2010,2,1,123.58
2010,2,2,124.74
2010,2,3,124.86
2010,2,4,124.09
2010,2,5,121.12
2010,2,6,117
2010,2,7,116.16
2010,2,8,115.13
2010,2,9,110.33
2010,2,10,110.03
2010,2,11,110.04
2010,2,12,110.79
2010,2,13,111.27
2010,2,14,111.98
2010,2,15,113.65
2010,2,16,116.03
2010,2,17,117.5
2010,2,18,119.01
2010,2,19,119.56
2010,2,20,121.35
2010,2,21,121.38
2010,2,22,123.45
2010,2,23,124.57
2010,2,24,124.06
2010,2,25,121.16
2010,2,26,118.32
2010,2,27,119.4
2010,2,28,119.99
2010,3,1,118.8
2010,3,2,117.56
2010,3,3,118.35
2010,3,4,119.63
2010,3,5,121.36
2010,3,6,121.45
2010,3,7,121.17
2010,3,8,120.13
2010,3,9,122.06
2010,3,10,121.09
2010,3,11,120.62
2010,3,12,120.35
2010,3,13,118.93
2010,3,14,118.48
2010,3,15,119.05
2010,3,16,116.25
2010,3,17,115.29
2010,3,18,117.39
2010,3,19,118.79
2010,3,20,119.63
2010,3,21,120.07
2010,3,22,119.42
2010,3,23,120.11
2010,3,24,122.86
2010,3,25,120.44
2010,3,26,119.1
2010,3,27,117.58
2010,3,28,116.86
2010,3,29,118.14
2010,3,30,118.37
2010,3,31,118.1
2010,4,1,120.27
2010,4,2,123
2010,4,3,124.9
2010,4,4,124.97
2010,4,5,123.24
2010,4,6,123.8
2010,4,7,124.35
2010,4,8,123.32
2010,4,9,121.73
2010,4,10,119.09
2010,4,11,118.84
2010,4,12,121.58
2010,4,13,121.95
2010,4,14,119.96
2010,4,15,120.82
2010,4,16,121.37
2010,4,17,122.46
2010,4,18,122.55
2010,4,19,119.86
2010,4,20,118.49
2010,4,21,118.84
2010,4,22,119.39
2010,4,23,120.52
2010,4,24,121.91
2010,4,25,122.9
2010,4,26,124.78
2010,4,27,127.15
2010,4,28,128.68
2010,4,29,127.42
2010,4,30,126.55
2010,5,1,130.55
2010,5,2,131.22
2010,5,3,131.87
2010,5,4,131.03
2010,5,5,130.13
2010,5,6,130.37
2010,5,7,130.5
2010,5,8,124.84
2010,5,9,122.71
2010,5,10,121.38
2010,5,11,121.05
2010,5,12,121.83
2010,5,13,122.93
2010,5,14,124.05
2010,5,15,126.49
2010,5,16,127.45
2010,5,17,128.49
2010,5,18,127.28
2010,5,19,125.7
2010,5,20,123.36
2010,5,21,118.71
2010,5,22,114.86
2010,5,23,114.02
2010,5,24,112.71
2010,5,25,112.04
2010,5,26,109.57
2010,5,27,113.9
2010,5,28,118.69
2010,5,29,120.14
2010,5,30,120.43
2010,5,31,121.24
2010,6,1,123.51
2010,6,2,126.92
2010,6,3,124.03
2010,6,4,125.3
2010,6,5,126.75
2010,6,6,125.84
2010,6,7,125.91
2010,6,8,123.86
2010,6,9,123.07
2010,6,10,123.28
2010,6,11,121.57
2010,6,12,120.29
2010,6,13,121.95
2010,6,14,121.27
2010,6,15,124.97
2010,6,16,125.4
2010,6,17,126.89
2010,6,18,126.44
2010,6,19,127.15
2010,6,20,125.9
2010,6,21,123.7
2010,6,22,123.79
2010,6,23,121.47
2010,6,24,119.36
2010,6,25,118.49
2010,6,26,112.11
2010,6,27,110.8
2010,6,28,110.94
2010,6,29,106.97
2010,6,30,108.87
2010,7,1,109.34
2010,7,2,112.14
2010,7,3,117
2010,7,4,118.58
2010,7,5,118.32
2010,7,6,119.86
2010,7,7,119.28
2010,7,8,120.06
2010,7,9,118.6
2010,7,10,118.25
2010,7,11,118.41
2010,7,12,120.78
2010,7,13,123.14
2010,7,14,124.65
2010,7,15,128.44
2010,7,16,127.52
2010,7,17,127.69
2010,7,18,127.93
2010,7,19,127.21
2010,7,20,125.07
2010,7,21,124.44
2010,7,22,122.31
2010,7,23,122.94
2010,7,24,125.63
2010,7,25,125.3
2010,7,26,125.11
2010,7,27,125.96
2010,7,28,126.68
2010,7,29,125.92
2010,7,30,125.27
2010,7,31,124.52
2010,8,1,124.27
2010,8,2,125.06
2010,8,3,125.45
2010,8,4,124.29
2010,8,5,124.77
2010,8,6,125.23
2010,8,7,124.39
2010,8,8,124.53
2010,8,9,123.79
2010,8,10,121.94
2010,8,11,120.78
2010,8,12,117.92
2010,8,13,115.25
2010,8,14,115.48
2010,8,15,115.44
2010,8,16,113.3
2010,8,17,112.39
2010,8,18,112.98
2010,8,19,114.61
2010,8,20,116.88
2010,8,21,115.38
2010,8,22,115.56
2010,8,23,117.12
2010,8,24,119.84
2010,8,25,121.11
2010,8,26,119.62
2010,8,27,117.87
2010,8,28,120.21
2010,8,29,119.95
2010,8,30,118.64
2010,8,31,118.15
2010,9,1,116.69
2010,9,2,120.8
2010,9,3,122.38
2010,9,4,122.13
2010,9,5,121.37
2010,9,6,124.9
2010,9,7,125.89
2010,9,8,126.31
2010,9,9,121.95
2010,9,10,121.67
2010,9,11,121.83
2010,9,12,123.86
2010,9,13,121.95
2010,9,14,120.1
2010,9,15,121.35
2010,9,16,124.16
2010,9,17,124.8
2010,9,18,123.28
2010,9,19,122.08
2010,9,20,123.18
2010,9,21,121.99
2010,9,22,121.88
2010,9,23,120.38
2010,9,24,117.73
2010,9,25,118.45
2010,9,26,119.7
2010,9,27,118.04
2010,9,28,118.86
2010,9,29,118.74
2010,9,30,120.17
2010,10,1,120.67
2010,10,2,120.53
2010,10,3,119.65
2010,10,4,120.75
2010,10,5,120.97
2010,10,6,118.78
2010,10,7,120
2010,10,8,120.71
2010,10,9,119.02
2010,10,10,119.34
2010,10,11,118.21
2010,10,12,116.01
2010,10,13,117.07
2010,10,14,116.31
2010,10,15,117.7
2010,10,16,120.21
2010,10,17,120.02
2010,10,18,120.14
2010,10,19,122.48
2010,10,20,124.06
2010,10,21,122.8
2010,10,22,121
2010,10,23,122.05
2010,10,24,121.51
2010,10,25,123.28
2010,10,26,124.69
2010,10,27,125.68
2010,10,28,126.84
2010,10,29,127.9
2010,10,30,125.84
2010,10,31,125.65
2010,11,1,124.35
2010,11,2,124.65
2010,11,3,123.71
2010,11,4,123.92
2010,11,5,125.05
2010,11,6,128.03
2010,11,7,128.84
2010,11,8,130.45
2010,11,9,128.7
2010,11,10,130.99
2010,11,11,130.89
2010,11,12,129.1
2010,11,13,125.99
2010,11,14,125.87
2010,11,15,124.14
2010,11,16,122.72
2010,11,17,116.93
2010,11,18,113.05
2010,11,19,112.31
2010,11,20,113.33
2010,11,21,113.74
2010,11,22,113.83
2010,11,23,117.38
2010,11,24,118.77
2010,11,25,118.73
2010,11,26,120.02
2010,11,27,119.23
2010,11,28,118.31
2010,11,29,117.26
2010,11,30,115.97
2010,12,1,119.06
2010,12,2,122.52
2010,12,3,124.74
2010,12,4,126.56
2010,12,5,127
2010,12,6,129.44
2010,12,7,129.22
2010,12,8,130.89
2010,12,9,130.58
2010,12,10,130.74
2010,12,11,128.72
2010,12,12,129.14
2010,12,13,127.44
2010,12,14,125.79
2010,12,15,127.1
2010,12,16,129.17
2010,12,17,127.07
2010,12,18,128.89
2010,12,19,129.31
2010,12,20,129.7
2010,12,21,129.16
2010,12,22,127.01
2010,12,23,124.29
2010,12,24,124.42
2010,12,25,122.37
2010,12,26,121.4
2010,12,27,120.84
2010,12,28,123.09
2010,12,29,122.48
2010,12,30,123.67
2010,12,31,125
2011,1,1,124.71
2011,1,2,126.93
2011,1,3,130.07
2011,1,4,134.18
2011,1,5,136.12
2011,1,6,136.72
2011,1,7,135.69
2011,1,8,137
2011,1,9,136.56
2011,1,10,134.38
2011,1,11,131.51
2011,1,12,129.69
2011,1,13,128.68
2011,1,14,128.99
2011,1,15,126.11
2011,1,16,125.12
2011,1,17,125.73
2011,1,18,124.51
2011,1,19,122.63
2011,1,20,122.45
2011,1,21,123.74
2011,1,22,124.69
2011,1,23,124.59
2011,1,24,123.92
2011,1,25,125.36
2011,1,26,126.86
2011,1,27,126.5
2011,1,28,128.63
2011,1,29,132.3
2011,1,30,132.47
2011,1,31,132.65
2011,2,1,129.19
2011,2,2,128.8
2011,2,3,128.06
2011,2,4,123.75
2011,2,5,117.92
2011,2,6,117.63
2011,2,7,117.77
2011,2,8,122.53
2011,2,9,123.38
2011,2,10,124.31
2011,2,11,124.36
2011,2,12,122.49
2011,2,13,122.15
2011,2,14,120.85
2011,2,15,119.47
2011,2,16,118.42
2011,2,17,116.71
2011,2,18,114.45
2011,2,19,116.5
2011,2,20,112.9
2011,2,21,112.63
2011,2,22,109.38
2011,2,23,104.44
2011,2,24,103.69
2011,2,25,103.58
2011,2,26,103.34
2011,2,27,106.97
2011,2,28,107.39
2011,3,1,107.85
2011,3,2,111.61
2011,3,3,114.24
2011,3,4,117.98
2011,3,5,119.15
2011,3,6,119.7
2011,3,7,119.67
2011,3,8,120.29
2011,3,9,121.45
2011,3,10,120.56
2011,3,11,116.56
2011,3,12,109.91
2011,3,13,104.83
2011,3,14,100.54
2011,3,15,94.56
2011,3,16,90.2
2011,3,17,88.51
2011,3,18,87.27
2011,3,19,91.54
2011,3,20,94.9
2011,3,21,95.6
2011,3,22,101.79
2011,3,23,103.45
2011,3,24,104.34
2011,3,25,107.42
2011,3,26,106.8
2011,3,27,107.09
2011,3,28,108.41
2011,3,29,108.17
2011,3,30,110.59
2011,3,31,111.05
2011,4,1,110.81
2011,4,2,113.07
2011,4,3,114.08
2011,4,4,117.85
2011,4,5,118.11
2011,4,6,117.94
2011,4,7,118.01
2011,4,8,116.81
2011,4,9,115.37
2011,4,10,114.84
2011,4,11,113.75
2011,4,12,114.22
2011,4,13,113.17
2011,4,14,110.98
2011,4,15,112.71
2011,4,16,112.73
2011,4,17,112.39
2011,4,18,108.75
2011,4,19,108.48
2011,4,20,109.83
2011,4,21,114.32
2011,4,22,116.5
2011,4,23,117.53
2011,4,24,117.32
2011,4,25,120.16
2011,4,26,122.59
2011,4,27,122.36
2011,4,28,122.04
2011,4,29,121.89
2011,4,30,122.03
2011,5,1,122.32
2011,5,2,122.32
2011,5,3,122.3
2011,5,4,123.54
2011,5,5,122.28
2011,5,6,119.92
2011,5,7,117.43
2011,5,8,117.57
2011,5,9,118.78
2011,5,10,116.15
2011,5,11,114.74
2011,5,12,115.8
2011,5,13,116.28
2011,5,14,117.38
2011,5,15,116.7
2011,5,16,115.51
2011,5,17,117.3
2011,5,18,118.99
2011,5,19,118.5
2011,5,20,117.95
2011,5,21,118.03
2011,5,22,118.78
2011,5,23,116.89
2011,5,24,112.1
2011,5,25,107.74
2011,5,26,106.18
2011,5,27,107.15
2011,5,28,107.96
2011,5,29,107.97
2011,5,30,109.76
2011,5,31,113.94
2011,6,1,117.8
2011,6,2,118.83
2011,6,3,119.13
2011,6,4,118.32
2011,6,5,117.51
2011,6,6,118.52
2011,6,7,116.57
2011,6,8,114.43
2011,6,9,112.18
2011,6,10,109.85
2011,6,11,109.25
2011,6,12,108.83
2011,6,13,107.3
2011,6,14,109.09
2011,6,15,110.97
2011,6,16,113.06
2011,6,17,112.75
2011,6,18,111.29
2011,6,19,111.66
2011,6,20,113.54
2011,6,21,111.52
2011,6,22,108.95
2011,6,23,109.34
2011,6,24,110.19
2011,6,25,112.38
2011,6,26,112.59
2011,6,27,111.4
2011,6,28,112.39
2011,6,29,113.81
2011,6,30,112.74
2011,7,1,115.04
2011,7,2,116.51
2011,7,3,117.44
2011,7,4,119.79
2011,7,5,122.32
2011,7,6,122.22
2011,7,7,122.27
2011,7,8,123.49
2011,7,9,123.59
2011,7,10,123.21
2011,7,11,120.31
2011,7,12,117.99
2011,7,13,116.78
2011,7,14,116.81
2011,7,15,114.89
2011,7,16,114.39
2011,7,17,113.82
2011,7,18,116.29
2011,7,19,117.66
2011,7,20,120.02
2011,7,21,121.23
2011,7,22,120.22
2011,7,23,120.52
2011,7,24,121.92
2011,7,25,120.1
2011,7,26,120.01
2011,7,27,120.76
2011,7,28,118.52
2011,7,29,117.19
2011,7,30,116.79
2011,7,31,116.16
2011,8,1,116.68
2011,8,2,117.38
2011,8,3,115.1
2011,8,4,113.7
2011,8,5,113.73
2011,8,6,107.63
2011,8,7,106.23
2011,8,8,103.81
2011,8,9,95.53
2011,8,10,89.99
2011,8,11,90.14
2011,8,12,89.95
2011,8,13,93.15
2011,8,14,93.97
2011,8,15,93.28
2011,8,16,97.8
2011,8,17,106.33
2011,8,18,107.51
2011,8,19,106.71
2011,8,20,104.71
2011,8,21,104.87
2011,8,22,106.38
2011,8,23,104.96
2011,8,24,102.83
2011,8,25,102.1
2011,8,26,102.81
2011,8,27,107.13
2011,8,28,106.99
2011,8,29,106.39
2011,8,30,109.9
2011,8,31,110.46
2011,9,1,111.51
2011,9,2,113.14
2011,9,3,112.48
2011,9,4,112.67
2011,9,5,116.14
2011,9,6,115.33
2011,9,7,113.55
2011,9,8,114.6
2011,9,9,113.46
2011,9,10,111.76
2011,9,11,111.51
2011,9,12,108.92
2011,9,13,108.57
2011,9,14,109.18
2011,9,15,104.27
2011,9,16,101.99
2011,9,17,105.19
2011,9,18,105.73
2011,9,19,99.83
2011,9,20,97.04
2011,9,21,95.88
2011,9,22,99.15
2011,9,23,98.34
2011,9,24,93.39
2011,9,25,92.82
2011,9,26,98.54
2011,9,27,100.88
2011,9,28,104.98
2011,9,29,105.05
2011,9,30,106.76
2011,10,1,110.38
2011,10,2,110.77
2011,10,3,108.14
2011,10,4,107.1
2011,10,5,103.91
2011,10,6,100.93
2011,10,7,102.76
2011,10,8,107.23
2011,10,9,107.72
2011,10,10,109.29
2011,10,11,113.35
2011,10,12,118.27
2011,10,13,120.52
2011,10,14,120.73
2011,10,15,116.36
2011,10,16,115.89
2011,10,17,117.4
2011,10,18,117.31
2011,10,19,113.74
2011,10,20,115.57
2011,10,21,112.87
2011,10,22,114.32
2011,10,23,114.96
2011,10,24,114.5
2011,10,25,114.63
2011,10,26,114.89
2011,10,27,113.47
2011,10,28,116.61
2011,10,29,119.6
2011,10,30,118.99
2011,10,31,117.71
2011,11,1,116.87
2011,11,2,117.68
2011,11,3,116.58
2011,11,4,113.4
2011,11,5,110.49
2011,11,6,110.58
2011,11,7,109.74
2011,11,8,110.58
2011,11,9,110.05
2011,11,10,110.53
2011,11,11,109.66
2011,11,12,110.29
2011,11,13,110.16
2011,11,14,114.81
2011,11,15,115.18
2011,11,16,115.39
2011,11,17,115.11
2011,11,18,116.56
2011,11,19,113.04
2011,11,20,113.01
2011,11,21,110.3
2011,11,22,107.35
2011,11,23,108.7
2011,11,24,109.08
2011,11,25,109.9
2011,11,26,110.66
2011,11,27,110.88
2011,11,28,109.67
2011,11,29,110.67
2011,11,30,110.76
2011,12,1,110.15
2011,12,2,112.61
2011,12,3,114.08
2011,12,4,113.95
2011,12,5,114.1
2011,12,6,114.37
2011,12,7,111.73
2011,12,8,113.43
2011,12,9,110.49
2011,12,10,108.01
2011,12,11,107.42
2011,12,12,108.83
2011,12,13,110.67
2011,12,14,111.9
2011,12,15,109.97
2011,12,16,109.65
2011,12,17,113.12
