순번/순위,구분,label,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
52.0,자기계발,1,나는 하버드에서 인생을 배웠다,8972778370,9788972778370.0,3320.0,리드리드출판(한국능률협회),"무천강 지음, 하정희 옮김","14,800","13,320","1,480",10%,740점,20190820.0,243.0
62.0,자기계발,1,몸값 높이기의 기술,K212635141,9791130623214.0,3190.0,다산북스,"존 에이커프 지음, 김정희 옮김","15,000","13,500","1,500",10%,750점,20190726.0,230.0
66.0,자기계발,1,관계도 반품이 됩니다,K652635543,9791186650783.0,3190.0,글담출판,박민근 지음,"13,800","12,420","1,380",10%,690점,20190815.0,354.0
69.0,자기계발,1,신경써달라고 한 적 없는데요?,8950982811,9788950982812.0,3320.0,21세기북스,유민애(미내플) 지음,"15,000","13,500","1,500",10%,750점,20190819.0,403.0
75.0,자기계발,1,진심은 감추고 본심은 읽어라,8925566982,9788925566986.0,3190.0,알에이치코리아(RHK),"카시아 베조스키.패트릭 베조스키 지음, 이경남 옮김","14,800","13,320","1,480",10%,740점,20190717.0,373.0
81.0,자기계발,1,나는 단호하게 살기로 했다,K682635144,9791130623207.0,3190.0,다산북스,"옌스 바이드너 지음, 장혜경 옮김","14,000","12,600","1,400",10%,700점,20190729.0,399.0
127.0,자기계발,1,오늘 참 괜찮은 나를 만났다,8934997869,9788934997863.0,3180.0,김영사,양창순 지음,"14,800","13,320","1,480",10%,740점,20190730.0,650.0
158.0,자기계발,1,대한민국 부부 행복하신가요?,8966376983,9788966376988.0,3590.0,미다스북스,배준하.최영미 지음,"15,000","13,500","1,500",10%,750점,20190827.0,241.0
193.0,자기계발,1,잠시도 말이 끊기지 않게 하는 대화법,K082635759,9791196750411.0,3190.0,센시오,"야마구치 다쿠로 지음, 김현영 옮김","14,000","12,600","1,400",10%,700점,20190819.0,491.0
194.0,자기계발,1,욕망과 수납,8954657176,9788954657174.0,3830.0,문학동네,"무레 요코 지음, 박정임 옮김","12,000","10,800","1,200",10%,600점,20190726.0,153.0
195.0,자기계발,1,1인 방송 시작하는 법,K312635531,9791196473587.0,43000.0,지노,김기한 지음,"12,000","10,800","1,200",10%,600점,20190719.0,416.0
802.0,자기계발,0,아이디어가 폭발하는 생각법,K442635072,9791187440451.0,13190.0,트로이목마,"마이클 미칼코 지음, 박종안 옮김","17,500","15,750","1,750",10%,870점,20190401.0,349.0
813.0,자기계발,0,마음 정리 수업,8947544213,9788947544214.0,3320.0,한국경제신문,"스테파니 베넷 포크트 지음, 박미경 옮김","15,000","13,500","1,500",10%,750점,20181109.0,120.0
823.0,자기계발,0,말하기 능력이 스펙이다,K092533568,9791187340980.0,3810.0,더로드,김채선 지음,"15,000","13,500","1,500",10%,750점,20180622.0,55.0
879.0,자기계발,0,성공하려면 듣는 법부터 배워라,8989724155,9788989724155.0,3320.0,아름다운사회,"스티브 사피로 지음, 권현정 옮김","4,000","3,600",400,10%,200점,20000909.0,2057.0
881.0,자기계발,0,감정 존중,K272635255,9791189580131.0,3180.0,플랜비디자인,노주선 지음,"15,000","13,500","1,500",10%,750점,20190825.0,243.0
882.0,자기계발,0,사람을 읽는 기술,K032635154,9791196482855.0,4180.0,유재,"리타 카터 지음, 김보영 옮김","16,000","14,400","1,600",10%,800점,20190910.0,70.0
883.0,자기계발,0,"니체, 건강의 기술",8963246612,9788963246611.0,3160.0,북코리아,"미렐라 카르보네.요아힘 융 엮음, 이상엽 옮김","13,500","12,820",680,6%,390점,20190710.0,145.0
884.0,자기계발,0,무의식의 유혹,K482635442,9791189484071.0,3190.0,아니마,"존 A. 샌포드 지음, 노혜숙 옮김","12,000","10,800","1,200",10%,600점,20190722.0,439.0
885.0,자기계발,0,내 인생의 탐나는 자기계발 50,8965963338,9788965963332.0,3190.0,흐름출판,"톰 버틀러 보던 지음, 이정은.전원미 옮김","18,000","16,200","1,800",10%,900점,20190723.0,128.0
886.0,자기계발,0,80세 현역 정걸 장군,K082635631,9791189159382.0,3320.0,가디언,윤동한 지음,"15,000","13,500","1,500",10%,750점,20190722.0,134.0
887.0,자기계발,0,더 나은 인생을 위한 좋은 생각 365 (스프링),K472635138,9791187033356.0,,좋은생각,좋은생각 편집부 지음,"12,000","10,800","1,200",10%,600점,20190901.0,488.0
888.0,자기계발,0,지금 바로 써먹는 유튜브 말하기 수업,K992635020,9791164160228.0,3190.0,책들의정원,박민영 지음,"14,000","12,600","1,400",10%,700점,20190630.0,44.0
890.0,자기계발,0,"스물, 너는 너처럼 살아보기로 했다",K292635704,9791189993191.0,3190.0,와이에치미디어,아홉시 지음,"15,000","13,500","1,500",10%,750점,20190515.0,73.0
891.0,자기계발,0,엄마의 3시간,K522635294,9791196638207.0,13330.0,도시아이와 도토리숲,이진화 지음,"13,500","12,150","1,350",10%,670점,20190420.0,75.0
901.0,자기계발,0,꽂히는 말 한마디,K722635366,9791185428444.0,3320.0,생각의날개,"필 M. 존스 지음, 이지혜 옮김","13,000","11,700","1,300",10%,650점,20190322.0,182.0
903.0,자기계발,0,하루 한 줄 행복,8947544566,9788947544566.0,3320.0,한국경제신문,"히스이 고타로 지음, 유미진 옮김","14,000","12,600","1,400",10%,700점,20190314.0,201.0
904.0,자기계발,0,영포자 문과장은 어떻게 영어 달인이 됐을까,K742635065,9791189432829.0,3320.0,넥서스BOOKS,문성현 지음,"13,800","12,420","1,380",10%,690점,20190125.0,147.0
906.0,자기계발,0,"누가 뭐래도, 내 인생은 내가 만든다",K442534155,9791196612511.0,13000.0,치읓,"김수미 외 지음, 이혁백 기획","15,000","13,500","1,500",10%,750점,20190228.0,71.0
930.0,자기계발,0,대인관계능력과 의사소통능력,K462532356,9791161261171.0,,양성원,임재희 지음,"17,000","17,000",0,0%,170점,20180905.0,662.0
77.0,자기계발,1,성공한 사람들은 왜 격무에도 스트레스가 없을까,K002635655,9791196750442.0,3320.0,센시오,"니시와키 슌지 지음, 박재영 옮김","15,000","13,500","1,500",10%,750점,20190906.0,391.0
78.0,자기계발,1,"여자 마흔, 버려야 할 것과 시작해야 할 것",8965708524,9788965708520.0,3190.0,포르체,정교영 지음,"15,000","13,500","1,500",10%,750점,20190904.0,484.0
84.0,자기계발,1,귀를 열면 대화가 달라진다,K952635555,9791189279714.0,3190.0,유노북스,김범준 지음,"14,000","12,600","1,400",10%,700점,20190827.0,242.0
109.0,자기계발,1,자아와 명상 2 워크북,K132635654,9791196791704.0,3220.0,아름다운인연,동국대학교 자아와 명상 교재편찬위원회 지음,"5,500","4,950",550,10%,50점,20190825.0,2339.0
127.0,자기계발,1,나 하나만 참으면 괜찮을 줄 알았어,K192635550,9791164160327.0,3190.0,책들의정원,이승주 지음,"15,000","13,500","1,500",10%,750점,20190905.0,126.0
133.0,자기계발,1,일의 기본기,K862636467,9791160360813.0,3070.0,REFERENCE BY B,강재상.이복연 지음,"16,500","14,850","1,650",10%,820점,20190911.0,398.0
137.0,자기계발,1,직장인의 말연습,K272635352,9791188545636.0,3320.0,빌리버튼,"앨리슨 그린 지음, 신솔잎 옮김","14,000","12,600","1,400",10%,700점,20190901.0,351.0
148.0,자기계발,1,최강의 영향력,8947545139,9788947545136.0,3320.0,한국경제신문,"탈리 샤롯 지음, 안진환 옮김","16,500","14,850","1,650",10%,820점,20190930.0,177.0
158.0,자기계발,1,처음부터 간호사가 꿈이었나요,8998602989,9788998602987.0,3810.0,원더박스,안아름 지음,"17,000","15,300","1,700",10%,850점,20190905.0,1176.0
161.0,자기계발,1,스탠퍼드 새벽 5시 반,K042635457,9791188977345.0,13190.0,슬로디미디어,이나흔 지음,"14,000","12,600","1,400",10%,700점,20190901.0,136.0
173.0,자기계발,1,리부팅,8927810406,9788927810407.0,3190.0,중앙books(중앙북스),전옥표 지음,"15,000","13,500","1,500",10%,750점,20190822.0,162.0
182.0,자기계발,1,스펙을 뛰어넘는 자소서,K222534844,9791189344498.0,3320.0,원앤원북스,옴스 지음,"15,000","13,500","1,500",10%,750점,20190225.0,2360.0
816.0,자기계발,0,삶을 바꾸는 기적의 독한 습관,K552636976,9791190034463.0,13100.0,북씽크,김병완 지음,"14,000","12,600","1,400",10%,700점,20190920.0,39.0
823.0,자기계발,0,"인스타그램, 순간을 남기면 보이는 나",8965402468,9788965402466.0,3000.0,프리렉,"사라 태스커 지음, 임지연 옮김","17,000","15,300","1,700",10%,850점,20190726.0,136.0
824.0,자기계발,0,돌고래와 수프로 외로움을 없애드립니다,8947545120,9788947545129.0,3320.0,한국경제신문,"오모리 아츠시 지음, 오성원 옮김","12,800","11,520","1,280",10%,640점,20190910.0,47.0
826.0,자기계발,0,맥킨지식 로지컬 씽킹,K922635038,9791162835661.0,4320.0,비씽크(BeThink),"아카바 유지 지음, 송은애 옮김","13,000","11,700","1,300",10%,650점,20190630.0,273.0
828.0,자기계발,0,늙음에 미치다,8963246434,9788963246437.0,3190.0,북코리아,이호선 지음,"14,500","13,770",730,6%,420점,20190620.0,78.0
829.0,자기계발,0,삶의 무기가 되는 한마디,K272635516,9791196711115.0,3320.0,다른상상,"발타자르 그라시안 지음, 유태진 옮김","13,800","12,420","1,380",10%,690점,20190614.0,224.0
830.0,자기계발,0,"강의, 콘텐츠가 답이다!!",K682635218,9791186452400.0,3320.0,숨쉬는책공장,"김현주.최효석 지음, 김유진 기획","15,000","13,500","1,500",10%,750점,20190610.0,156.0
832.0,자기계발,0,세상을 보는 지혜 (포켓북),K622635309,9791189413798.0,850.0,자화상,"발타자르 그라시안 지음, 아르투르 쇼펜하우어 엮음, 하소연 옮김","3,900","3,510",390,10%,190점,20190528.0,141.0
843.0,자기계발,0,미치도록 팔고 싶다,8957751947,9788957751947.0,3320.0,이코노믹북스,안서현 지음,"14,000","12,600","1,400",10%,700점,20190211.0,356.0
863.0,자기계발,0,자신의 삶을 성공으로 리드하라!,895568472X,9788955684728.0,3190.0,양서각,박유진 지음,"15,000","15,000",0,0%,150점,20180225.0,128.0
924.0,자기계발,0,자기표현력을 기른다,8986045923,9788986045925.0,3320.0,지식공작소,"카이호 히로유키 지음, 손영진 옮김","10,000","10,000",0,0%,300점,20021118.0,134.0
925.0,자기계발,0,알바신의 365 알바신공,8966377173,9788966377176.0,3190.0,미다스북스,김대의 지음,"15,000","13,500","1,500",10%,750점,20191016.0,25.0
929.0,자기계발,0,나 회사 너무 오래 다닌 것 같아,8998599597,9788998599591.0,3190.0,카멜북스,손성곤 지음,"14,800","13,320","1,480",10%,740점,20190918.0,283.0
930.0,자기계발,0,99세 하루 한마디,K702636366,9791127428006.0,4830.0,AK(에이케이)커뮤니케이션즈,"무노 다케지 지음, 김진희 옮김","10,800","9,720","1,080",10%,540점,20190911.0,109.0
931.0,자기계발,0,젊은 꼰대 이야기,8966377165,9788966377169.0,3190.0,미다스북스,황나래 지음,"15,000","13,500","1,500",10%,750점,20190926.0,47.0
933.0,자기계발,0,우리가 몰랐던 우리 차 세계 차의 놀라운 비밀,8961412388,9788961412384.0,3590.0,중앙생활사,최성희 지음,"18,000","16,200","1,800",10%,900점,20190920.0,96.0
934.0,자기계발,0,"쉿! 월 2,000 무자본 자동화 수입의 비밀",K802636069,9791190162463.0,3320.0,바른북스,홍동기 지음,"14,900","13,410","1,490",10%,740점,20190823.0,35.0
935.0,자기계발,0,배우들도 배우는 특별한 스피치 수업,K802636962,9791189612351.0,3320.0,북스고,오창균 지음,"14,800","13,320","1,480",10%,740점,20190905.0,238.0
936.0,자기계발,0,코칭 프레즌스 : 코칭 개입에서 의식과 자각의 형성,K282636960,9791189736101.0,,한국코칭수퍼비전아카데미,"마리아 일리프 우드 지음, 김혜연 옮김","25,000","22,500","2,500",10%,"1,250점",20190902.0,173.0
937.0,자기계발,0,세종학 개론,K382636761,9791185994680.0,3810.0,문우사(도서출판),박현모 지음,"18,000","18,000",0,0%,180점,20190902.0,254.0
938.0,자기계발,0,책장을 정리하다,8963221563,9788963221564.0,3020.0,"비전비엔피(비전코리아,애플북스)","나루케 마코토 지음, 최미혜 옮김","14,800","13,320","1,480",10%,740점,20190910.0,116.0
939.0,자기계발,0,판단과 선택,K202635551,9791189430306.0,3320.0,클라우드나인,유효상 지음,"17,000","15,300","1,700",10%,850점,20190823.0,252.0
940.0,자기계발,0,해도 해도 너무하시네요,K492635950,9791185419985.0,3320.0,토마토출판사,"엔카와 사토루 지음, 서라미 옮김","14,000","12,600","1,400",10%,700점,20190820.0,125.0
941.0,자기계발,0,기적을 현실로 만드는 생각의 힘,8966377076,9788966377077.0,3190.0,미다스북스,양근영 지음,"15,000","13,500","1,500",10%,750점,20190823.0,48.0
942.0,자기계발,0,브라보 마이 라이프,8994025804,9788994025803.0,3320.0,양문,이경원 지음,"15,000","13,500","1,500",10%,750점,20190814.0,103.0
943.0,자기계발,0,내일 삶의 서재,K952635541,9791196676537.0,3180.0,젤리판다,"캐서린 루이스 지음, 홍승훈 옮김","16,000","14,400","1,600",10%,800점,20190724.0,97.0
944.0,자기계발,0,글쓰기에는 기적이 산다,8966376975,9788966376971.0,3190.0,미다스북스,조문희 지음,"15,000","13,500","1,500",10%,750점,20190724.0,71.0
946.0,자기계발,0,나는 열정보다 센스로 일한다,K852635327,9791188414109.0,3320.0,이너북,최용진 지음,"15,000","13,500","1,500",10%,750점,20190722.0,117.0
951.0,자기계발,0,시골박사 김선석 내 인생을 바꾸는 공부법,8931587791,9788931587791.0,13370.0,성안당,김선석 지음,"15,000","13,500","1,500",10%,750점,20190524.0,57.0
955.0,자기계발,0,"승무원 면접, 1분의 승부",8966376746,9788966376742.0,3190.0,미다스북스,윤정원 지음,"15,000","13,500","1,500",10%,750점,20190527.0,136.0
956.0,자기계발,0,유튜브로 인생 역전,K632635897,9791196457648.0,3320.0,라디오북(Radio book),김용주 지음,"15,000","13,500","1,500",10%,750점,20190502.0,77.0
958.0,자기계발,0,[POD] IB 과정에 대한 모든 것,K142635588,9791127250751.0,13370.0,부크크(bookk),이혁진.그루미 지음,"25,000","25,000",0,0%,0점,20181023.0,217.0
959.0,자기계발,0,인생을 바꾸는 정리 기술,K372635885,9791187962205.0,3320.0,다연,윤정훈 지음,"15,000","13,500","1,500",10%,750점,20190411.0,294.0
964.0,자기계발,0,일본에서 일하고 싶다면,K602635167,9791185585659.0,13320.0,생각의힘,김보경 지음,"16,000","14,400","1,600",10%,800점,20190312.0,182.0
967.0,자기계발,0,내 인벤토리에 구글을 담다,8965402344,9788965402343.0,3320.0,프리렉,박정철 지음,"15,000","13,500","1,500",10%,750점,20190305.0,220.0
981.0,자기계발,0,처음 시작하는 자신의 심리학,8967540949,9788967540944.0,3180.0,우듬지,"유우키 유우 지음, 스기야마 에미코 그림, 우다혜 옮김","10,000","9,000","1,000",10%,500점,20181130.0,147.0
984.0,자기계발,0,데일 카네기의 인간관계론 (미니북),K162534707,9791189660017.0,14320.0,더클래식,"데일 카네기 지음, 베스트트랜스 옮김","6,900","6,210",690,10%,340점,20181130.0,422.0
993.0,자기계발,0,저는 일보다 사람이 어렵습니다,K342533940,9791160574265.0,3320.0,마일스톤,전미옥 지음,"14,000","12,600","1,400",10%,700점,20180810.0,85.0
1.0,자기계발,1,나의 하루는 4시 30분에 시작된다,K922633306,9791158511906.0,3190.0,토네이도,김유진 지음,"15,000","13,500","1,500",10%,750점,20201020.0,48969.0
2.0,자기계발,1,폴리매스,K682633106,9791135488399.0,3190.0,안드로메디안,"와카스 아메드 지음, 이주만 옮김","18,800","16,920","1,880",10%,940점,20200929.0,22902.0
3.0,자기계발,1,김미경의 리부트,8901243660,9788901243665.0,3320.0,웅진지식하우스,김미경 지음,"16,000","14,400","1,600",10%,800점,20200701.0,27543.0
4.0,자기계발,1,하버드 상위 1퍼센트의 비밀 (리커버 에디션),K722739037,9788947544085.0,3320.0,한국경제신문,정주영 지음,"16,000","14,400","1,600",10%,800점,20181017.0,21765.0
5.0,자기계발,1,어른의 어휘력,K102631725,9791190710053.0,3800.0,앤의서재,유선경 지음,"16,500","14,850","1,650",10%,820점,20200815.0,23372.0
6.0,자기계발,1,선물 (스페셜 에디션),8925589923,9788925589923.0,3320.0,알에이치코리아(RHK),"스펜서 존슨 지음, 형선호 옮김","13,000","11,700","1,300",10%,650점,20200921.0,6592.0
7.0,자기계발,1,잘 쉬는 기술,8901245264,9788901245263.0,3180.0,웅진지식하우스,"클라우디아 해먼드 지음, 오수원 옮김","18,000","16,200","1,800",10%,900점,20200922.0,2985.0
8.0,자기계발,1,모두에게 사랑받을 필요는 없다,K312633699,9791187165798.0,3190.0,스몰빅라이프,"웨인 다이어 지음, 장원철 옮김","16,000","14,400","1,600",10%,800점,20201019.0,7228.0
10.0,자기계발,1,기분이 태도가 되지 않게,K992837360,9788901243658.0,3180.0,갤리온,"레몬심리 지음, 박영란 옮김","14,000","12,600","1,400",10%,700점,20200630.0,35939.0
11.0,자기계발,1,에이트 : 씽크,K342633270,9791197126741.0,3320.0,차이정원,이지성 지음,"19,800","17,820","1,980",10%,990점,20200915.0,7121.0
13.0,자기계발,1,내가 예민한게 아니라 네가 너무한 거야,8931590024,9788931590029.0,3180.0,성안당,유은정 지음,"15,000","13,500","1,500",10%,750점,20200914.0,5108.0
14.0,자기계발,1,타이탄의 도구들 (리커버),K622638126,9791158510619.0,3190.0,토네이도,"팀 페리스 지음, 박선령.정지현 옮김","15,000","13,500","1,500",10%,750점,20200309.0,28914.0
15.0,자기계발,1,"3분 룰, 원하는 것을 얻는 말하기의 기술",K322633307,9791162541708.0,3190.0,비즈니스북스,"브랜트 핀비딕 지음, 이종민 옮김","15,000","13,500","1,500",10%,750점,20201014.0,2970.0
16.0,자기계발,1,킵고잉 Keep Going,8950988488,9788950988487.0,3320.0,21세기북스,주언규(신사임당) 지음,"17,000","15,300","1,700",10%,850점,20200722.0,10264.0
19.0,자기계발,1,습관의 디테일,8965964040,9788965964049.0,3190.0,흐름출판,"BJ 포그 지음, 김미정 옮김","16,000","14,400","1,600",10%,800점,20201021.0,19582.0
20.0,자기계발,1,감정의 발견,K952632707,9791188850983.0,3190.0,북라이프,"마크 브래킷 지음, 임지연 옮김","16,800","15,120","1,680",10%,840점,20200825.0,6775.0
21.0,자기계발,1,관계에도 연습이 필요합니다,8901244535,9788901244532.0,3180.0,웅진지식하우스,박상미 지음,"16,000","14,400","1,600",10%,800점,20200915.0,11422.0
22.0,자기계발,1,백만장자 시크릿,8925536927,9788925536927.0,3320.0,알에이치코리아(RHK),"하브 에커 지음, 나선숙 옮김","16,000","14,400","1,600",10%,800점,20200713.0,25505.0
24.0,자기계발,1,백만장자의 아주 작은 성공 습관,8901244829,9788901244822.0,3190.0,갤리온,"딘 그라지오시 지음, 권은현 옮김","16,000","14,400","1,600",10%,800점,20200925.0,2174.0
27.0,자기계발,1,끌리는 말투에는 비밀이 있다 (10만 부 기념 한정판 리커버 에디션),K342633494,9791158740887.0,3320.0,미디어숲,"장차오 지음, 하은지 옮김","15,800","14,220","1,580",10%,790점,20201110.0,4832.0
28.0,자기계발,1,그림의 힘 (리커버 에디션),K652632757,9791186343135.0,3320.0,8.0,김선현 지음,"19,800","17,820","1,980",10%,990점,20200715.0,20100.0
31.0,자기계발,1,초집중,K142631595,9791135485121.0,3190.0,안드로메디안,"니르 이얄 지음, 김고명 옮김","16,800","15,120","1,680",10%,840점,20200722.0,12503.0
32.0,자기계발,1,일하는 사람의 생각,K692633816,9791190403238.0,3600.0,세미콜론,"박웅현.오영식 지음, 김신 정리","18,000","16,200","1,800",10%,900점,20201019.0,4139.0
33.0,자기계발,1,운의 힘,K752633598,9791166111587.0,3180.0,㈜소미미디어,박성준 지음,"16,200","14,580","1,620",10%,810점,20200924.0,3890.0
34.0,자기계발,1,50의 품격은 말투로 완성된다,K702632022,9791130631189.0,3190.0,유영,김범준 지음,"15,000","13,500","1,500",10%,750점,20200903.0,3200.0
35.0,자기계발,1,인생을 바꾸는 90초,8947546348,9788947546348.0,3320.0,한국경제신문,"조앤 I. 로젠버그 지음, 박선령 옮김","18,000","16,200","1,800",10%,900점,20200923.0,1257.0
36.0,자기계발,1,부자의 말센스,K442639282,9791190630344.0,3320.0,위즈덤하우스,김주하 지음,"15,000","13,500","1,500",10%,750점,20200429.0,6699.0
37.0,자기계발,1,더 시스템,K412631174,9791188102051.0,3320.0,베리북,"스콧 애덤스 지음, 김인수 옮김","16,000","14,400","1,600",10%,800점,20200717.0,10655.0
39.0,자기계발,1,나를 사랑하는 연습,K812636930,9791162143056.0,3800.0,부크럼,정영욱 지음,"14,000","12,600","1,400",10%,700점,20200102.0,9017.0
40.0,자기계발,1,그렇게 말해줘서 고마워,K602633404,9791190299145.0,3810.0,FIKA(피카),김유진 지음,"14,800","13,320","1,480",10%,740점,20201015.0,17609.0
43.0,자기계발,1,윤회,8985901923,9788985901925.0,3100.0,파피에(딱정벌레),"지나 서미나라 지음, 강태헌 옮김","22,000","19,800","2,200",10%,"1,100점",20201103.0,5097.0
44.0,자기계발,1,성숙한 어른이 갖춰야 할 좋은 심리 습관,K642639014,9791190456098.0,3320.0,다연,"류쉬안 지음, 원녕경 옮김","15,000","13,500","1,500",10%,750점,20200511.0,5680.0
45.0,자기계발,1,말버릇을 바꾸니 운이 트이기 시작했다,K092633701,9791190123891.0,3320.0,갈매나무,"나가마쓰 시게히사 지음, 노경아 옮김","14,000","12,600","1,400",10%,700점,20200921.0,1450.0
46.0,자기계발,1,5년 후 나에게 - Q&A a day (오리지널 X 골드 에디션),K312633377,9791158510244.0,14190.0,토네이도,"포터 스타일 지음, 정지현 옮김","16,800","15,120","1,680",10%,840점,20200914.0,943.0
47.0,자기계발,1,일 잘하는 사람은 단순하게 말합니다,K852639511,9791165211387.0,3320.0,더퀘스트,박소연 지음,"16,500","14,850","1,650",10%,820점,20200518.0,10845.0
48.0,자기계발,1,뇌는 팩트에 끌리지 않는다,K192633016,9791162541746.0,3190.0,비즈니스북스,"리 하틀리 카터 지음, 이영래 옮김","15,800","14,220","1,580",10%,790점,20201028.0,6293.0
49.0,자기계발,1,타인의 해석,8934985747,9788934985747.0,3190.0,김영사,"말콤 글래드웰 지음, 유강은 옮김, 김경일 감수","18,500","16,650","1,850",10%,920점,20200320.0,12119.0
50.0,자기계발,1,"타인의 속마음, 심리학자들의 명언 700",K582633309,9791186151419.0,3310.0,리텍콘텐츠,김태현 지음,"15,500","13,950","1,550",10%,770점,20201102.0,8277.0
51.0,자기계발,1,더 플러스,K972631274,9791130630557.0,3190.0,유영,조성희 지음,"15,800","14,220","1,580",10%,790점,20200716.0,8682.0
52.0,자기계발,1,말하기를 말하기,8954672736,9788954672733.0,3810.0,콜라주,김하나 지음,"13,000","11,700","1,300",10%,650점,20200630.0,8168.0
54.0,자기계발,1,인생의 태도,K742630674,9791165211653.0,3190.0,더퀘스트,"웨인 다이어 지음, 이한이 옮김","16,000","14,400","1,600",10%,800점,20200619.0,7363.0
55.0,자기계발,1,우주님의 1분 스파르타,K692633004,9791162181218.0,3190.0,나무생각,"고이케 히로시 지음, 아베 나오미 그림, 이정환 옮김","13,500","12,150","1,350",10%,670점,20201019.0,2908.0
56.0,자기계발,1,끝까지 해내는 사람들의 1일 1분 루틴,K342633706,9791190356770.0,3320.0,센시오,"오히라 노부타카 지음, 황혜숙 옮김","14,500","13,050","1,450",10%,720점,20201008.0,1233.0
60.0,자기계발,1,한마디 먼저 건넸을 뿐인데,K552633497,9791157686551.0,3190.0,동양북스(동양문고),"이오타 다쓰나리 저자, 민혜진 역자","13,800","12,420","1,380",10%,690점,20200928.0,1501.0
62.0,자기계발,1,한번에 10권 플랫폼 독서법,893521325X,9788935213252.0,3320.0,청림출판,김병완 지음,"15,000","13,500","1,500",10%,750점,20200916.0,1088.0
64.0,자기계발,1,나는 4시간만 일한다 (리커버 에디션),K962639742,9791185584454.0,3320.0,다른상상,"팀 페리스 지음, 최원형.윤동준 옮김","14,800","13,320","1,480",10%,740점,20171020.0,21215.0
65.0,자기계발,1,킹크,8935704431,9788935704439.0,3190.0,정신세계사,"캐럴린 엘리엇 지음, 김정은 옮김","16,000","14,400","1,600",10%,800점,20201005.0,3440.0
66.0,자기계발,1,나는 말하듯이 쓴다,K062630595,9791190786867.0,3800.0,위즈덤하우스,강원국 지음,"16,000","14,400","1,600",10%,800점,20200618.0,7731.0
68.0,자기계발,1,탄력적 습관,K492633712,9791157844494.0,3190.0,한빛비즈,"스티븐 기즈 지음, 김정희 옮김","15,000","13,500","1,500",10%,750점,20201012.0,3266.0
69.0,자기계발,1,괜찮아 나도 그랬으니까,K412633017,9791189159733.0,3190.0,가디언,"이근후 지음, 조은소리.조강현 그림","13,000","11,700","1,300",10%,650점,20201023.0,2208.0
71.0,자기계발,1,3개의 소원 100일의 기적,K042633273,9791196933142.0,13190.0,세개의소원,"이시다 히사쓰구 지음, 이수경 옮김","15,000","13,500","1,500",10%,750점,20200915.0,3409.0
73.0,자기계발,1,내 삶을 바꾸는 치유 명상 수업,8990517702,9788990517708.0,13910.0,나들목,채환 지음,"13,800","12,420","1,380",10%,690점,20201010.0,2263.0
74.0,자기계발,1,업무와 일상을 정리하는 새로운 방법 노션 Notion,K242633409,9791190665476.0,13000.0,제이펍,이해봄.전시진 지음,"18,000","16,200","1,800",10%,900점,20201016.0,8194.0
78.0,자기계발,1,오늘을 버텨내는 데 때로 한 문장이면 충분하니까,K252633302,9791160579970.0,3810.0,티라미수 더북,서메리 지음,"14,000","12,600","1,400",10%,700점,20201016.0,1075.0
79.0,자기계발,1,"우린, 조금 지쳤다",K512633302,9791197141393.0,3180.0,포르체,박종석 지음,"16,000","14,400","1,600",10%,800점,20201007.0,1816.0
80.0,자기계발,1,리부트 위너 노트,8901244462,9788901244464.0,3320.0,웅진지식하우스,김미경 지음,"15,000","13,500","1,500",10%,750점,20200805.0,1926.0
81.0,자기계발,1,해빙 노트,K862639547,9791190382205.0,3320.0,수오서재,이서윤.홍주연 지음,"14,800","13,320","1,480",10%,740점,20200615.0,5682.0
83.0,자기계발,1,더 해빙 (40만부 기념 리커버 에디션),K272633615,9791190382175.0,3320.0,수오서재,이서윤.홍주연 지음,"16,000","14,400","1,600",10%,800점,20200301.0,48038.0
84.0,자기계발,1,개인의 시대가 온다,K632631729,9791164135677.0,3320.0,와이즈베리,서준렬 지음,"15,000","13,500","1,500",10%,750점,20200731.0,1173.0
85.0,자기계발,1,스마일 닥터 정찬우 원장의 인상클리닉,K292630524,9791189430788.0,3320.0,클라우드나인,정찬우.문혜영 지음,"18,000","16,200","1,800",10%,900점,20200630.0,2797.0
87.0,자기계발,1,스콧 교수의 인생 경제학,K452633603,9791165342340.0,3190.0,쌤앤파커스,"스콧 갤러웨이 지음, 박수성 옮김","16,000","14,400","1,600",10%,800점,20201028.0,1214.0
88.0,자기계발,1,살아가는 데 가장 많이 써먹는 심리학,K382632614,9791190356732.0,3320.0,센시오,"지루징 지음, 정유희 옮김","15,800","14,220","1,580",10%,790점,20200914.0,1650.0
89.0,자기계발,1,움직임의 힘,K222638935,9791135462245.0,3190.0,안드로메디안,"켈리 맥고니걸 지음, 박미경 옮김","18,800","16,920","1,880",10%,940점,20200401.0,12729.0
90.0,자기계발,1,N잡하는 허대리의 월급 독립 스쿨,K602630702,9791158511807.0,3320.0,토네이도,N잡하는 허대리 지음,"16,800","15,120","1,680",10%,840점,20200710.0,3518.0
93.0,자기계발,1,말센스 (리커버),K262631895,9791187165460.0,3190.0,스몰빅라이프,"셀레스트 헤들리 지음, 김성환 옮김","14,500","13,050","1,450",10%,720점,20190225.0,14450.0
94.0,자기계발,1,우아하게 이기는 여자,K462633699,9791162541661.0,3190.0,비즈니스북스,윤여순 지음,"14,000","12,600","1,400",10%,700점,20200928.0,2422.0
