순번/순위,구분,label,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
1.0,자기계발,1,당신의 꿈은 무엇입니까,8901150794,9788901150796.0,3810.0,웅진지식하우스,김수영 지음,"15,000","13,500","1,500",10%,750점,20120919.0,3606.0
2.0,자기계발,1,"멈추지 마, 다시 꿈부터 써봐",8901107589,9788901107585.0,3810.0,웅진지식하우스,김수영 지음,"12,000","10,800","1,200",10%,600점,20100430.0,13755.0
3.0,자기계발,1,나는 결심하지만 뇌는 비웃는다,8971848855,9788971848852.0,13320.0,모멘텀,"데이비드 디살보 지음, 이은진 옮김","15,000","13,500","1,500",10%,750점,20120829.0,2356.0
4.0,자기계발,1,하루 15분 정리의 힘,8960865273,9788960865273.0,13320.0,위즈덤하우스,윤선현 지음,"13,800","12,420","1,380",10%,690점,20120323.0,10411.0
5.0,자기계발,1,서른 살엔 미처 몰랐던 것들,8901114631,9788901114637.0,3810.0,걷는나무,김선경 지음,"13,000","11,700","1,300",10%,650점,20101118.0,4607.0
6.0,자기계발,1,내가 행복해지는 거절의 힘,8994597123,9788994597126.0,13180.0,이다미디어,"마누엘 스미스 지음, 박미경 옮김","16,000","14,400","1,600",10%,800점,20120922.0,6312.0
7.0,자기계발,1,사람은 무엇으로 성장하는가,8997575082,9788997575084.0,13190.0,비즈니스북스,"존 맥스웰 지음, 김고명 옮김, 전옥표 감수","14,500","13,050","1,450",10%,720점,20121005.0,9659.0
8.0,자기계발,1,시크릿,8952206509,9788952206503.0,3320.0,살림Biz,"론다 번 지음, 김우열 옮김","13,800","12,420","1,380",10%,690점,20070622.0,113250.0
9.0,자기계발,1,미생 1,8960865567,9788960865563.0,17810.0,위즈덤하우스,윤태호 글.그림,"11,000","9,900","1,100",10%,550점,20120913.0,4768.0
10.0,자기계발,1,리딩으로 리드하라,8954613020,9788954613026.0,3320.0,문학동네,이지성 지음,"15,000","13,500","1,500",10%,750점,20101117.0,28753.0
11.0,자기계발,1,어떻게 원하는 것을 얻는가,8933870180,9788933870181.0,3320.0,8.0,"스튜어트 다이아몬드 지음, 김태훈 옮김","15,000","13,500","1,500",10%,750점,20111130.0,31277.0
12.0,자기계발,1,미생 2,8960865591,9788960865594.0,17810.0,위즈덤하우스,윤태호 글.그림,"11,000","9,900","1,100",10%,550점,20120913.0,4174.0
13.0,자기계발,1,나는 남들과 무엇이 다른가,8996947415,9788996947417.0,13320.0,8.0,정철윤 지음,"6,000","5,400",600,10%,300점,20120928.0,1420.0
14.0,자기계발,1,영어 천재가 된 홍 대리,8993285675,9788993285673.0,3320.0,다산라이프,박정원 지음,"13,000","11,700","1,300",10%,650점,20090216.0,6651.0
15.0,자기계발,1,거의 모든 것의 경제학,8992573367,9788992573368.0,3320.0,북돋움,김동조 지음,"14,000","12,600","1,400",10%,700점,20121002.0,997.0
16.0,자기계발,1,꿈꾸는 다락방,8974254891,9788974254896.0,3320.0,국일미디어(국일출판사),이지성 지음,"13,500","12,150","1,350",10%,670점,20070521.0,46807.0
17.0,자기계발,1,나는 왜 내 편이 아닌가,8928614724,9788928614721.0,3320.0,북하이브(타임북스),"브레네 브라운 지음, 서현정 옮김","15,000","13,500","1,500",10%,750점,20121005.0,1246.0
18.0,자기계발,1,심플하게 산다,8955616473,9788955616477.0,13320.0,바다출판사,"도미니크 로로 지음, 김성희 옮김","12,000","10,800","1,200",10%,600점,20120903.0,14053.0
19.0,자기계발,1,생각 버리기 연습,8950926296,9788950926298.0,3400.0,21세기북스,"코이케 류노스케 지음, 유윤한 옮김","12,000","10,800","1,200",10%,600점,20100910.0,21431.0
20.0,자기계발,1,이시형처럼 살아라,8993357870,9788993357875.0,13510.0,비타북스,이시형 지음,"15,000","13,500","1,500",10%,750점,20120921.0,791.0
21.0,자기계발,1,매직 Magic,8952219333,9788952219336.0,3320.0,살림,"론다 번 지음, 하윤숙 옮김","13,800","12,420","1,380",10%,690점,20121019.0,3440.0
22.0,자기계발,1,영어 천재가 된 홍 대리 2,8963709159,9788963709154.0,13320.0,다산라이프,박정원 지음,"14,500","13,050","1,450",10%,720점,20120918.0,1163.0
23.0,자기계발,1,왓칭 Watching,893570346X,9788935703463.0,3320.0,정신세계사,김상운 지음,"13,000","11,700","1,300",10%,650점,20110412.0,23023.0
24.0,자기계발,1,혼자가 편한 사람들의 관계 심리학,8947528692,9788947528696.0,13320.0,한국경제신문,"데보라 잭 지음, 이수연 옮김","14,000","12,600","1,400",10%,700점,20120901.0,2212.0
25.0,자기계발,1,생각 사용 설명서,8974792141,9788974792145.0,3180.0,불광출판사,전현수 지음,"15,000","13,500","1,500",10%,750점,20121002.0,1676.0
26.0,자기계발,1,인생에 변명하지 마라,8965700868,9788965700869.0,3320.0,쌤앤파커스,이영석 지음,"15,000","13,500","1,500",10%,750점,20120827.0,2823.0
27.0,자기계발,1,위트 상식사전 세트 - 전3권,8991360998,9788991360990.0,3000.0,보누스,"롤프 브레드니히 지음, 문은실 옮김, 이관용 그림","32,400","29,160","3,240",10%,"1,620점",20080601.0,1302.0
28.0,자기계발,1,카네기 인간관계론 (반양장),8956370591,9788956370590.0,4320.0,씨앗을뿌리는사람,"데일 카네기 지음, 최염순 옮김","12,000","10,800","1,200",10%,600점,20041125.0,36897.0
29.0,자기계발,1,FBI 행동의 심리학,8901110806,9788901110806.0,3320.0,리더스북,"조 내버로 & 마빈 칼린스 지음, 박정길 옮김","14,000","12,600","1,400",10%,700점,20100913.0,22197.0
30.0,자기계발,1,자세를 바꾸면 인생이 바뀐다,8994803122,9788994803128.0,3510.0,물병자리,"리처드 브레넌 지음, 최현묵.백희숙 옮김","12,000","10,800","1,200",10%,600점,20120915.0,982.0
31.0,자기계발,1,유수연의 독설,8960865486,9788960865488.0,13320.0,위즈덤하우스,유수연 지음,"13,000","11,700","1,300",10%,650점,20120716.0,2087.0
32.0,자기계발,1,언니의 독설,8950940760,9788950940768.0,3320.0,21세기북스,김미경 지음,"16,000","14,400","1,600",10%,800점,20121012.0,8430.0
33.0,자기계발,1,남자의 물건,895093566X,9788950935665.0,13320.0,21세기북스,김정운 지음,"15,000","13,500","1,500",10%,750점,20120207.0,10886.0
34.0,자기계발,1,독서 천재가 된 홍대리,896370632X,9788963706320.0,3320.0,다산라이프,이지성.정회일 지음,"13,000","11,700","1,300",10%,650점,20110829.0,13722.0
35.0,자기계발,1,시골의사 박경철의 자기혁명,8901130467,9788901130460.0,3320.0,리더스북,박경철 지음,"16,000","14,400","1,600",10%,800점,20110930.0,25946.0
36.0,자기계발,1,멀티플라이어,8947528501,9788947528504.0,13320.0,한국경제신문,"리즈 와이즈먼 외 지음, 최정인 옮김, 고영건 감수","16,000","14,400","1,600",10%,800점,20120608.0,4395.0
37.0,자기계발,1,"마흔, 역사를 알아야 할 시간",8950940205,9788950940201.0,13320.0,21세기북스,백승종 지음,"14,000","12,600","1,400",10%,700점,20121004.0,364.0
38.0,자기계발,1,행복도 선택이다,8984056863,9788984056862.0,13320.0,더난출판사,이민규 지음,"13,000","11,700","1,300",10%,650점,20121023.0,2629.0
39.0,자기계발,1,"코리안 탱크, 최경주",899098498X,9788990984982.0,3320.0,비전과리더십,최경주 지음,"15,000","13,500","1,500",10%,750점,20121010.0,664.0
40.0,자기계발,1,스티브 잡스 (양장본),8937483947,9788937483943.0,3320.0,민음사,"월터 아이작슨 지음, 안진환 옮김","25,000","22,500","2,500",10%,"1,250점",20111024.0,24400.0
41.0,자기계발,1,노는 만큼 성공한다,8950933055,9788950933050.0,13320.0,21세기북스,김정운 지음,"15,000","13,500","1,500",10%,750점,20110916.0,7104.0
42.0,자기계발,1,"마흔, 논어를 읽어야 할 시간",8950933403,9788950933401.0,3320.0,21세기북스,신정근 지음,"15,000","13,500","1,500",10%,750점,20111005.0,12698.0
43.0,자기계발,1,"너, 외롭구나 (Plus Edition)",8959136174,9788959136179.0,3810.0,예담,김형태 지음,"14,000","12,600","1,400",10%,700점,20110305.0,1527.0
44.0,자기계발,1,김미경의 아트 스피치,895092384X,9788950923846.0,13320.0,21세기북스,김미경 지음,"15,000","13,500","1,500",10%,750점,20100528.0,5309.0
45.0,자기계발,1,삶을 재정비하는 법,8996719110,9788996719113.0,13320.0,리드잇,전성민.김원중 지음,"13,500","12,150","1,350",10%,670점,20120104.0,332.0
46.0,자기계발,1,화성에서 온 남자 금성에서 온 여자,8990514401,9788990514400.0,3840.0,동녘라이프(친구미디어),"존 그레이 지음, 김경숙 옮김","13,000","11,700","1,300",10%,650점,20060630.0,19239.0
47.0,자기계발,1,회복탄력성,8960864374,9788960864375.0,13320.0,위즈덤하우스,김주환 지음,"13,000","11,700","1,300",10%,650점,20110317.0,7613.0
48.0,자기계발,1,프레임,895091154X,9788950911546.0,3320.0,21세기북스,최인철 지음,"10,000","9,000","1,000",10%,500점,20070608.0,15693.0
49.0,자기계발,1,나는 까칠하게 살기로 했다,899674641X,9788996746416.0,3320.0,센추리원,양창순 지음,"15,000","13,500","1,500",10%,750점,20120201.0,13807.0
50.0,자기계발,1,지금 마흔이라면 군주론,8960865559,9788960865556.0,13320.0,위즈덤하우스,김경준 지음,"14,000","12,600","1,400",10%,700점,20120810.0,2254.0
51.0,자기계발,1,콜드리딩,8901057824,9788901057828.0,13800.0,웅진윙스,"이시이 히로유키 지음, 김윤희 옮김","9,800","8,820",980,10%,490점,20060721.0,5933.0
52.0,자기계발,1,언니의 독설 세트 - 전2권,6000481216,,,21세기북스,김미경 지음,"24,000","21,600","2,400",10%,"1,200점",20110630.0,1343.0
53.0,자기계발,1,선택의 조건,8947528765,9788947528764.0,13320.0,한국경제신문,"바스 카스트 지음, 정인회 옮김","14,000","12,600","1,400",10%,700점,20121025.0,672.0
54.0,자기계발,1,일 잘하는 사람보다 말 잘하는 사람이 이긴다,8956591547,9788956591544.0,13320.0,예문,"오쿠시 아유미 지음, 정은지 옮김","7,500","6,750",750,10%,370점,20100820.0,9103.0
55.0,자기계발,1,누구와도 15분 이상 대화가 끊이지 않는 66가지 Point,8961091190,9788961091190.0,4830.0,지식여행,"노구치 사토시 지음, 윤성규 옮김","11,000","9,900","1,100",10%,550점,20100115.0,3595.0
56.0,자기계발,1,미스터리 메써드,899629750X,9788996297505.0,3300.0,14차원엔터프라이즈,"미스터리 지음, MM프로젝트팀 옮김","20,000","19,000","1,000",5%,570점,20091030.0,3450.0
57.0,자기계발,1,아웃라이어,8934933151,9788934933151.0,3320.0,김영사,"말콤 글래드웰 지음, 노정태 옮김, 최인철 감수","13,000","11,700","1,300",10%,650점,20090115.0,24417.0
58.0,자기계발,1,"날개가 없다, 그래서 뛰는 거다",8965700949,9788965700944.0,3320.0,쌤앤파커스,김도윤.제갈현열 지음,"14,000","12,600","1,400",10%,700점,20120925.0,809.0
59.0,자기계발,1,너의 내면을 검색하라,8952765206,9788952765208.0,13320.0,알키,"차드 멩 탄 지음, 권오열 옮김, 이시형 감수","14,000","12,600","1,400",10%,700점,20120515.0,6581.0
60.0,자기계발,1,천천히 깊게 읽는 즐거움,8950938030,9788950938031.0,3320.0,21세기북스,"이토 우지다카 지음, 이수경 옮김","12,000","10,800","1,200",10%,600점,20120820.0,1341.0
61.0,자기계발,1,안철수의 선택,8997213717,9788997213719.0,13320.0,미르북스,휴먼스토리 지음,"12,000","10,800","1,200",10%,600점,20120831.0,188.0
62.0,자기계발,1,18시간 몰입의 법칙,8979521065,9788979521061.0,3320.0,맑은소리,이지성 지음,"11,000","9,900","1,100",10%,550점,20091101.0,4369.0
63.0,자기계발,1,행복의 특권,8935209392,9788935209392.0,3320.0,청림출판,"숀 아처 지음, 박세연 옮김","15,000","13,500","1,500",10%,750점,20121010.0,812.0
64.0,자기계발,1,받아들임,8974797682,9788974797683.0,3180.0,불광출판사,"타라 브랙 지음, 김선주.김정호 옮김","19,800","17,820","1,980",10%,990점,20120430.0,4923.0
65.0,자기계발,1,"딸아, 너는 인생을 이렇게 살아라",8996506591,9788996506591.0,13840.0,책비,"펄 벅 지음, 하지연 옮김","13,000","11,700","1,300",10%,650점,20110725.0,2178.0
66.0,자기계발,1,흔들리지 않고 피어나는 마흔은 없다,8993734232,9788993734232.0,13320.0,프롬북스,김병수 지음,"14,000","12,600","1,400",10%,700점,20121017.0,8321.0
67.0,자기계발,1,글쓰기 정석,8990991439,9788990991430.0,3800.0,경향미디어,배상복 지음,"12,000","10,800","1,200",10%,600점,20061124.0,6151.0
68.0,자기계발,1,스마트한 생각들,8901148005,9788901148007.0,3320.0,걷는나무,"롤프 도벨리 지음, 두행숙 옮김, 비르기트 랑 그림","14,000","12,600","1,400",10%,700점,20120628.0,5952.0
69.0,자기계발,1,탁월함이란 무엇인가,8960601934,9788960601932.0,3320.0,원앤원북스,이재영 지음,"15,000","13,500","1,500",10%,750점,20110210.0,273.0
70.0,자기계발,1,생각대로 살지 않으면 사는 대로 생각하게 된다 1,8997092197,9788997092192.0,13320.0,황소북스,은지성 지음,"13,800","12,420","1,380",10%,690점,20120727.0,3410.0
71.0,자기계발,1,혼자 사는 즐거움,8994013407,9788994013404.0,13320.0,토네이도,"사라 밴 브레스낙 지음, 신승미 옮김","15,000","13,500","1,500",10%,750점,20110801.0,6155.0
72.0,자기계발,1,딴따라 소녀 로스쿨 가다,891508490X,9788915084902.0,3810.0,삼성출판사,이소은 지음,"13,800","12,420","1,380",10%,690점,20121001.0,410.0
73.0,자기계발,1,스님의 청소법,8959137073,9788959137077.0,13320.0,예담,"마스노 슌묘 지음, 장은주 옮김","13,000","11,700","1,300",10%,650점,20121023.0,400.0
74.0,자기계발,1,"글쓰기, 어떻게 쓸 것인가",8996924032,9788996924036.0,13320.0,경향BP,임정섭 지음,"14,300","12,870","1,430",10%,710점,20121017.0,1329.0
75.0,자기계발,1,마음을 비우면 얻어지는 것들,8950936496,9788950936495.0,3320.0,21세기북스,김상운 지음,"15,000","13,500","1,500",10%,750점,20120420.0,3646.0
76.0,자기계발,1,삶을 바꾸는 책 읽기,8937484870,9788937484872.0,3810.0,민음사,정혜윤 지음,"13,000","11,700","1,300",10%,650점,20120626.0,3775.0
77.0,자기계발,1,30년만의 휴식,8990984025,9788990984029.0,3320.0,비전과리더십,이무석 지음,"16,000","14,400","1,600",10%,800점,20060509.0,13049.0
78.0,자기계발,1,자존감,8990984610,9788990984616.0,3320.0,비전과리더십,이무석 지음,"14,000","12,600","1,400",10%,700점,20091001.0,8501.0
79.0,자기계발,1,꿈꾸는 다락방 2 - 실천편,8974255286,9788974255282.0,3320.0,국일미디어(국일출판사),이지성 지음,"13,500","12,150","1,350",10%,670점,20080728.0,11045.0
80.0,자기계발,1,나는 작은 회사에 다닌다,8996922218,9788996922216.0,3320.0,남해의봄날,김정래.전민진 지음,"15,000","13,500","1,500",10%,750점,20121015.0,725.0
81.0,자기계발,1,당신이 몰랐던 식품의 비밀 33가지,8965180686,9788965180685.0,13590.0,경향미디어,최낙언 지음,"14,300","12,870","1,430",10%,710점,20121009.0,222.0
82.0,자기계발,1,무지개 원리,8974255898,9788974255893.0,13320.0,국일미디어(국일출판사),차동엽 지음,"14,800","13,320","1,480",10%,740점,20120425.0,3980.0
83.0,자기계발,1,감정연습,8992355912,9788992355919.0,3180.0,추수밭(청림출판),박용철 지음,"13,000","11,700","1,300",10%,650점,20121015.0,1320.0
84.0,자기계발,1,"마흔, 인문학을 만나라",8997132202,9788997132201.0,13220.0,행성B(행성비),최효찬 지음,"16,000","14,400","1,600",10%,800점,20120905.0,337.0
85.0,자기계발,1,폭스 팩터,899774304X,9788997743049.0,13180.0,진성북스,"앤디 하버마커 지음, 곽윤정.이현응 옮김","14,000","12,600","1,400",10%,700점,20121008.0,198.0
86.0,자기계발,1,사람을 움직이는 리더의 말,8965960398,9788965960393.0,3320.0,흐름출판,안미헌 지음,"13,000","11,700","1,300",10%,650점,20120905.0,275.0
87.0,자기계발,1,세상의 모든 전략은 전쟁에서 탄생했다,8997235540,9788997235544.0,3320.0,교보문고(단행본),임용한 지음,"14,000","12,600","1,400",10%,700점,20120515.0,2397.0
88.0,자기계발,1,실행이 답이다,8984056502,9788984056503.0,3320.0,더난출판사,이민규 지음,"14,000","12,600","1,400",10%,700점,20110221.0,7610.0
89.0,자기계발,1,직장생활 정글의 법칙,8974428423,9788974428426.0,13320.0,매일경제신문사,"박윤선 지음, 매일경제 시티라이프팀 기획","14,000","12,600","1,400",10%,700점,20121005.0,237.0
90.0,자기계발,1,꿈을 설계하는 힘,8960865613,9788960865617.0,13320.0,위즈덤하우스,김현유 지음,"14,000","12,600","1,400",10%,700점,20120920.0,489.0
91.0,자기계발,1,인생이 빛나는 정리의 마법,8984056723,9788984056725.0,3320.0,더난출판사,"곤도 마리에 지음, 홍성민 옮김","13,000","11,700","1,300",10%,650점,20120413.0,7251.0
92.0,자기계발,1,ONE PAGE 정리 기술,8934958847,9788934958840.0,13320.0,김영사,"다카하시 마사후미 지음, 김정환 옮김","10,000","9,000","1,000",10%,500점,20120927.0,616.0
93.0,자기계발,1,뜨거운 침묵,8927800028,9788927800026.0,3320.0,중앙books(중앙북스),백지연 지음,"13,000","11,700","1,300",10%,650점,20100310.0,3285.0
94.0,자기계발,1,지금 이 순간을 살아라,8987203956,9788987203959.0,3840.0,양문,"에크하르트 톨레 지음, 노혜숙.유영일 옮김","12,500","11,250","1,250",10%,620점,20080902.0,23399.0
95.0,자기계발,1,끌리는 사람은 1%가 다르다,8984053228,9788984053229.0,13320.0,더난출판사,이민규 지음,"12,000","10,800","1,200",10%,600점,20051117.0,35314.0
96.0,자기계발,1,홍명보의 미라클,8954428312,9788954428316.0,13300.0,자음과모음,국영호.전광열 지음,"12,000","10,800","1,200",10%,600점,20121016.0,252.0
97.0,자기계발,1,건투를 빈다,8971847980,9788971847985.0,3810.0,푸른숲,"김어준 지음, 현태준 그림","15,800","14,220","1,580",10%,790점,20081110.0,8410.0
98.0,자기계발,1,호주 워킹홀리데이 바이블,8996577839,9788996577836.0,13980.0,바이링구얼,니키 지음,"14,000","12,600","1,400",10%,700점,20120816.0,465.0
99.0,자기계발,1,"아들아, 단 한번뿐인 인생 후회없이 살아라",8996534358,9788996534358.0,13840.0,서래Books,"필립 체스터필드 지음, 오하인 옮김","12,000","10,800","1,200",10%,600점,20120601.0,1012.0
100.0,자기계발,1,그 개는 무엇을 보았나,8934937491,9788934937494.0,3320.0,김영사,"말콤 글래드웰 지음, 김태훈 옮김","15,000","13,500","1,500",10%,750점,20100319.0,3101.0
101.0,자기계발,1,나는 왜 눈치를 보는가,8991319807,9788991319806.0,3180.0,고즈윈,"가토 다이조 지음, 이인애.박은정 옮김","11,500","10,350","1,150",10%,570점,20061205.0,2958.0
102.0,자기계발,1,행복의 정복,8956025517,9788956025513.0,3330.0,사회평론,"버트란트 러셀 지음, 이순희 옮김","9,800","8,820",980,10%,490점,20050105.0,13751.0
103.0,자기계발,1,생각대로 일하지 않는 사람들 : 애빌린 패러독스,8901150964,9788901150963.0,3320.0,엘도라도,"제리 B. 하비 지음, 이수옥 옮김, 황상민 감수","13,000","11,700","1,300",10%,650점,20121005.0,303.0
104.0,자기계발,1,못난 자신 버리기,8994175199,9788994175195.0,13810.0,멜론,"코이케 류노스케 지음, 이수미 옮김, 가모 그림","11,800","10,620","1,180",10%,590점,20110330.0,2543.0
105.0,자기계발,1,직언 直言,8994013547,9788994013541.0,3320.0,토네이도,"윌리엄 B. 어빈 지음, 박여진 옮김","14,000","12,600","1,400",10%,700점,20120813.0,411.0
106.0,자기계발,1,세상을 바꾸는 천 개의 직업,8954616186,9788954616188.0,3320.0,문학동네,박원순 지음,"15,000","14,250",750,5%,450점,20110930.0,4777.0
107.0,자기계발,1,사람의 마음이 읽힌다,8965180279,9788965180272.0,13320.0,경향미디어,이태혁 지음,"13,500","12,150","1,350",10%,670점,20110530.0,4167.0
108.0,자기계발,1,성공하는 사람들의 7가지 습관,8934913258,9788934913252.0,3320.0,김영사,"스티븐 코비 지음, 김경섭 옮김","17,900","16,110","1,790",10%,890점,20030930.0,15631.0
109.0,자기계발,1,돌아서서 후회하지 않는 유쾌한 대화법 78,8959372994,9788959372997.0,3320.0,나무생각,이정숙 지음,"12,800","11,520","1,280",10%,640점,20121010.0,329.0
110.0,자기계발,1,스승은 있다,8988613503,9788988613504.0,3370.0,민들레,"우치다 타츠루 지음, 박동섭 옮김","11,000","9,900","1,100",10%,550점,20120720.0,2304.0
111.0,자기계발,1,관계의 심리학,8990991676,9788990991676.0,3320.0,경향미디어,이철우 지음,"12,000","10,800","1,200",10%,600점,20081013.0,8429.0
112.0,자기계발,1,"남자의 속마음, 여자의 속마음",8989456339,9788989456339.0,3810.0,레드박스,최정 지음,"13,000","11,700","1,300",10%,650점,20120801.0,893.0
113.0,자기계발,1,오리진이 되라,8992647913,9788992647915.0,3320.0,쌤앤파커스,강신장 지음,"14,000","12,600","1,400",10%,700점,20100603.0,4194.0
114.0,자기계발,1,닥터 K의 마음문제 상담소,8997969137,9788997969135.0,3180.0,북드라망,강용혁 지음,"13,000","11,700","1,300",10%,650점,20121022.0,275.0
115.0,자기계발,1,엄마처럼 연애하지 마라,8976774329,9788976774323.0,63320.0,명진출판사,"엘런 페인 & 셰리 슈나이더 지음, 최송아 옮김","13,800","12,420","1,380",10%,690점,20120920.0,209.0
116.0,자기계발,1,가족 힐링,8993267367,9788993267365.0,13330.0,푸른육아,"버지니아 사티어 지음, 강유리 옮김","13,000","11,700","1,300",10%,650점,20120918.0,411.0
117.0,자기계발,1,내 편이 아니라도 적을 만들지 마라,8992441231,9788992441230.0,3320.0,다연,"스샤오옌 지음, 양성희 옮김","15,000","13,500","1,500",10%,750점,20120207.0,701.0
118.0,자기계발,1,감정을 다스리는 사람 감정에 휘둘리는 사람,8935208329,9788935208326.0,3320.0,청림출판,함규정 지음,"12,000","10,800","1,200",10%,600점,20100705.0,2689.0
119.0,자기계발,1,스토리가 스펙을 이긴다,8901106434,9788901106434.0,3320.0,갤리온,김정태 지음,"14,000","12,600","1,400",10%,700점,20100331.0,3906.0
120.0,자기계발,1,에니어그램의 지혜,8956990824,9788956990828.0,3180.0,한문화,"돈 리처드 리소.러스 허드슨 지음, 주혜명 옮김","24,000","21,600","2,400",10%,"1,200점",20090310.0,3148.0
121.0,자기계발,1,나는 세계 일주로 경제를 배웠다,8901110695,9788901110691.0,3840.0,갤리온,"코너 우드먼 지음, 홍선영 옮김","13,800","12,420","1,380",10%,690점,20110325.0,4887.0
122.0,자기계발,1,연애하는 부부,897891263X,9788978912631.0,3810.0,큰나무,"지그 지글러 지음, 조동춘 옮김","8,000","7,200",800,10%,400점,20110110.0,578.0
123.0,자기계발,1,김수환 추기경의 친전,8992825684,9788992825689.0,13320.0,위즈앤비즈,차동엽 지음,"14,000","12,600","1,400",10%,700점,20121002.0,410.0
124.0,자기계발,1,스무살에 알았더라면 좋았을 것들,8901108380,9788901108384.0,3320.0,엘도라도,"티나 실리그 지음, 이수경 옮김","12,000","10,800","1,200",10%,600점,20100621.0,13638.0
125.0,자기계발,1,사랑이 아팠던 날,8994643281,9788994643281.0,13320.0,라이온북스,심이준 지음,"13,000","11,700","1,300",10%,650점,20120930.0,82.0
126.0,자기계발,1,굿바이 심리 조종자,896051229X,9788960512290.0,3180.0,부키,"크리스텔 프티콜랭 지음, 이세진 옮김","13,800","12,420","1,380",10%,690점,20120831.0,317.0
127.0,자기계발,1,나를 위한 하루 선물 (보급판 문고본),897504565X,9788975045653.0,3810.0,함께북스,서동식 지음,"12,000","10,800","1,200",10%,600점,20111130.0,1039.0
128.0,자기계발,1,설득의 심리학 2,8950914883,9788950914882.0,13320.0,21세기북스,"노아 J. 골드스타인 외 지음, 윤미나 옮김","12,000","10,800","1,200",10%,600점,20080701.0,7866.0
129.0,자기계발,1,생각정리의 기술,8995737069,9788995737064.0,3320.0,지형,"드니 르보 외 지음, 김도연 옮김","12,000","10,800","1,200",10%,600점,20070401.0,10335.0
130.0,자기계발,1,꿈꾸는 스무 살을 위한 101가지 작은 습관,8901122650,9788901122656.0,3320.0,웅진지식하우스,"탤렌 마이데너 지음, 박지숙 옮김","13,800","12,420","1,380",10%,690점,20110520.0,1808.0
131.0,자기계발,1,THE GAME,8926770184,9788926770184.0,3840.0,디앤씨미디어(주)(D&C미디어),"닐 스트라우스 지음, 한정은 옮김","15,000","13,500","1,500",10%,750점,20061115.0,1718.0
132.0,자기계발,1,꿈이 나에게 묻는 열 가지 질문,8962602555,9788962602555.0,13320.0,비즈니스맵,"존 맥스웰 지음, 이애리 옮김","12,000","10,800","1,200",10%,600점,20101217.0,3216.0
133.0,자기계발,1,잠자기 전 30분,8996156922,9788996156925.0,13320.0,티즈맵,"다카시마 데쓰지 지음, 홍성민 옮김","9,500","8,550",950,10%,470점,20081129.0,13001.0
134.0,자기계발,1,청춘의 지도를 그리다,8956056005,9788956056005.0,3810.0,북하우스,"마크 세레나 지음, 변선희 옮김","15,000","13,500","1,500",10%,750점,20120830.0,163.0
135.0,자기계발,1,일생에 한 번은 체 게바라처럼,8997235559,9788997235551.0,3320.0,교보문고(단행본),최진기 지음,"13,000","11,700","1,300",10%,650점,20120607.0,766.0
136.0,자기계발,1,지금 외롭다면 잘되고 있는 것이다,8960864862,9788960864863.0,3320.0,위즈덤하우스,한상복 지음,"13,500","12,150","1,350",10%,670점,20111017.0,2163.0
137.0,자기계발,1,미친 연애,8996512338,9788996512332.0,3810.0,좋은날들,최정 지음,"12,800","11,520","1,280",10%,640점,20110510.0,2004.0
138.0,자기계발,1,프루스트가 우리의 삶을 바꾸는 방법들,8986836408,9788986836400.0,3840.0,청미래,"알랭 드 보통 지음, 박중서 옮김","12,000","10,800","1,200",10%,600점,20100702.0,4289.0
139.0,자기계발,1,토니 부잔의 마인드맵 북,8962601931,9788962601930.0,13320.0,비즈니스맵,"토니 부잔.배리 부잔 지음, 권봉중 옮김","16,000","14,400","1,600",10%,800점,20100330.0,3894.0
140.0,자기계발,1,"20대, 자기계발에 미쳐라",8979521138,9788979521139.0,3320.0,맑은소리,이지성 지음,"12,000","10,800","1,200",10%,600점,20100120.0,2985.0
141.0,자기계발,1,세상을 움직이는 100가지 법칙,8992124651,9788992124652.0,3320.0,스마트비즈니스,이영직 지음,"12,000","10,800","1,200",10%,600점,20091118.0,1508.0
142.0,자기계발,1,오늘 변화를 이끄는 100가지 마법,8994792481,9788994792484.0,13320.0,팬덤북스,"드라고스 로우아 지음, 서주현 옮김","5,000","4,500",500,10%,250점,20121030.0,370.0
143.0,자기계발,1,한비자의 관계술,8960865451,9788960865457.0,13320.0,위즈덤하우스,김원중 지음,"18,000","16,200","1,800",10%,900점,20120702.0,1841.0
144.0,자기계발,1,"싱글, 행복하면 그만이다",8991310354,9788991310353.0,13320.0,이덴슬리벨,"우에노 치즈코 지음, 나일등 옮김, 이완정 감수","12,500","11,250","1,250",10%,620점,20111004.0,227.0
145.0,자기계발,1,버킷리스트,8947527866,9788947527866.0,3180.0,한국경제신문,강창균.유영만 지음,"13,000","11,700","1,300",10%,650점,20110120.0,2767.0
146.0,자기계발,1,여자라면 힐러리처럼,8992555539,9788992555531.0,3320.0,다산북스,이지성 지음,"12,000","10,800","1,200",10%,600점,20120330.0,8862.0
147.0,자기계발,1,1년에 500권 마법의 책읽기,8987480984,9788987480985.0,3320.0,물병자리,"소노 요시히로 지음, 조미량 옮김","10,000","9,000","1,000",10%,500점,20100720.0,698.0
148.0,자기계발,1,유혹의 달인,8956591393,9788956591391.0,3810.0,해피트리,팬케익 지음,"11,500","10,350","1,150",10%,570점,20091231.0,2059.0
