순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
"1","자기계발","마흔, 논어를 읽어야 할 시간","8950933403","9788950933401","03320","21세기북스","신정근 지음","15,000","13,500","1,500","10%","750점","20111005","12698"
"2","자기계발","나는 까칠하게 살기로 했다","899674641X","9788996746416","03320","센추리원","양창순 지음","15,000","13,500","1,500","10%","750점","20120201","13807"
"3","자기계발","잡담이 능력이다","8960866458","9788960866454","13320","위즈덤하우스","사이토 다카시 지음, 장은주 옮김","13,000","11,700","1,300","10%","650점","20140109","6871"
"4","자기계발","왜 나는 법을 공부하는가","1130602885","9791130602882","13320","다산북스","조국 지음, 류재운 정리","15,000","13,500","1,500","10%","750점","20140610","4873"
"5","자기계발","멀티를 선물하는 남자","1130603717","9791130603711","13190","스토리3.0","김진국 지음","13,000","11,700","1,300","10%","650점","20140818","1665"
"6","자기계발","한 번은 독해져라","1130603342","9791130603346","13320","다산북스","김진애 지음","15,000","13,500","1,500","10%","750점","20140707","3254"
"7","자기계발","1만 시간의 법칙","8960862371","9788960862371","13320","위즈덤하우스","이상훈 지음","10,000","9,000","1,000","10%","500점","20100303","11529"
"8","자기계발","원씽 The One Thing","K572531249","9788997575169","13190","비즈니스북스","게리 켈러 & 제이 파파산 지음, 구세희 옮김","14,000","12,600","1,400","10%","700점","20130820","5559"
"9","자기계발","두려운 마음 버리기","8994792880","9788994792880","13320","팬덤북스","린다 새퍼딘 지음, 최세민 옮김","14,000","12,600","1,400","10%","700점","20140630","588"
"10","자기계발","FBI 행동의 심리학","8901110806","9788901110806","03320","리더스북","조 내버로 & 마빈 칼린스 지음, 박정길 옮김","14,000","12,600","1,400","10%","700점","20100913","22197"
"11","자기계발","습관의 힘","890115059X","9788901150598","03320","갤리온","찰스 두히그 지음, 강주헌 옮김","16,000","14,400","1,600","10%","800점","20121030","22860"
"12","자기계발","세계를 움직이는 리더는 어떻게 공감을 얻는가","8997575309","9788997575305","13190","비즈니스북스","빌 맥고완, 박여진","15,000","13,500","1,500","10%","750점","20140825","1184"
"13","자기계발","내 옆에는 왜 이상한 사람이 많을까?","1157030106","9791157030101","13190","동양북스(동양문고)","산드라 뤼프케스 & 모니카 비트블룸 외 지음, 서유리 옮김","13,500","12,150","1,350","10%","670점","20140630","3503"
"14","자기계발","설득의 심리학","8950949156","9788950949150","13320","21세기북스","로버트 치알디니 지음, 황혜숙 옮김","16,000","14,400","1,600","10%","800점","20130722","5882"
"15","자기계발","오직 읽기만하는 바보","8994194436","9788994194431","13020","브레인스토어","김병완 지음","14,000","12,600","1,400","10%","700점","20130906","861"
"16","자기계발","카네기 인간관계론 (반양장)","8956370591","9788956370590","04320","씨앗을뿌리는사람","데일 카네기 지음, 최염순 옮김","12,000","10,800","1,200","10%","600점","20041125","36897"
"17","자기계발","질문이 답을 바꾼다","8997379089","9788997379088","03320","어크로스","앤드루 소벨 & 제럴드 파나스 지음, 안진환 옮김","13,000","11,700","1,300","10%","650점","20121025","4989"
"18","자기계발","독서 천재가 된 홍대리","896370632X","9788963706320","03320","다산라이프","이지성.정회일 지음","13,000","11,700","1,300","10%","650점","20110829","13722"
"19","자기계발","적을 만들지 않는 대화법","8995932589","9788995932582","03320","갈매나무","샘 혼 지음, 이상원 옮김","12,000","10,800","1,200","10%","600점","20150323","24038"
"20","자기계발","사는 곳이 운명이다","8965702143","9788965702146","03320","쌤앤파커스","김승호 지음","15,000","13,500","1,500","10%","750점","20140808","3202"
"21","자기계발","왜 나는 영업부터 배웠는가","1130603911","9791130603919","13320","다산북스","도키 다이스케 지음, 김윤수 옮김","13,000","11,700","1,300","10%","650점","20140822","2357"
"22","자기계발","위험한 사람들","1185424172","9791185424170","13320","리더스북","조 내버로 & 토니 시아라 포인터 지음, 박세연 옮김","16,000","14,400","1,600","10%","800점","20140913","416"
"23","자기계발","지중해 부자","8925553430","9788925553436","03320","알에이치코리아(RHK)","박종기 지음","13,000","11,700","1,300","10%","650점","20140820","3450"
"24","자기계발","나는 오늘도 나를 응원한다","8991204872","9788991204874","03320","비즈니스북스","마리사 피어 지음, 이수경 옮김","13,800","12,420","1,380","10%","690점","20110607","7422"
"25","자기계발","나는 당신을 봅니다","8950945215","9788950945213","03320","21세기북스","김창옥 지음","15,000","13,500","1,500","10%","750점","20121205","1951"
"26","자기계발","시골의사 박경철의 청소년을 위한 자기혁명","1185424156","9791185424156","13320","리더스북","박경철 지음","12,000","10,800","1,200","10%","600점","20140818","1077"
"27","자기계발","티핑 포인트","8950906430","9788950906436","13320","21세기북스","말콤 글래드웰 지음, 임옥희 옮김","12,000","10,800","1,200","10%","600점","20040914","6127"
"28","자기계발","책수련","1185711279","9791185711270","13590","동아일보사","김병완 지음","14,000","12,600","1,400","10%","700점","20140920","459"
"29","자기계발","리딩으로 리드하라","8954613020","9788954613026","03320","문학동네","이지성 지음","15,000","13,500","1,500","10%","750점","20101117","28753"
"30","자기계발","프레임","895091154X","9788950911546","03320","21세기북스","최인철 지음","10,000","9,000","1,000","10%","500점","20070608","15693"
"31","자기계발","세계 최고의 인재들은 왜 기본에 집중할까","899757521X","9788997575213","13190","비즈니스북스","도쓰카 다카마사 지음, 김대환 옮김","13,000","11,700","1,300","10%","650점","20140214","5354"
"32","자기계발","몰입 Flow","8958270098","9788958270096","03180","한울림","미하이 칙센트미하이 지음, 최인수 옮김","28,000","25,200","2,800","10%","1,400점","20040705","17184"
"33","자기계발","기획의 정석","8984073660","9788984073661","13320","세종(세종서적)","박신영 지음","13,000","11,700","1,300","10%","650점","20130510","10747"
"34","자기계발","어떻게 원하는 것을 얻는가","8933870180","9788933870181","03320","8.0","스튜어트 다이아몬드 지음, 김태훈 옮김","15,000","13,500","1,500","10%","750점","20111130","31277"
