순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
"1","자기계발","횡설수설하지 않고 정확하게 설명하는 법","8993635854","9788993635850","03320","갈매나무","고구레 다이치 지음, 황미숙 옮김","13,000","11,700","1,300","10%","650점","20170828","8489"
"2","자기계발","말의 품격","K322733332","9788997092772","03810","황소북스","이기주 지음","14,500","13,050","1,450","10%","720점","20170529","23341"
"3","자기계발","말 그릇","K302531124","9791185952987","03190","카시오페아","김윤나 지음","15,000","13,500","1,500","10%","750점","20170921","34354"
"4","자기계발","나는 4시간만 일한다","K392531430","9791185584454","03320","다른상상","팀 페리스 지음, 최원형.윤동준 옮김","14,800","13,320","1,480","10%","740점","20171020","4753"
"5","자기계발","약간의 거리를 둔다","K912535328","9791186274156","03830","책읽는고양이","소노 아야코 지음, 김욱 옮김","9,900","8,910","990","10%","490점","20161020","15634"
"6","자기계발","1천 권 독서법","K522531422","9791130614274","03320","다산4.0","전안나 지음","14,000","12,600","1,400","10%","700점","20170918","1490"
"7","자기계발","절제의 성공학","8992382138","9788992382137","13320","바람","미즈노 남보쿠 지음, 류건 엮음, 권세진 옮김","11,500","10,350","1,150","10%","570점","20130725","19941"
"8","자기계발","영어책 한 권 외워봤니?","8960863130","9788960863132","03320","위즈덤하우스","김민식 지음","14,000","12,600","1,400","10%","700점","20170111","14430"
"9","자기계발","신경 끄기의 기술","8901219948","9788901219943","03190","갤리온","마크 맨슨 지음, 한재호 옮김","15,000","13,500","1,500","10%","750점","20171027","26149"
"10","자기계발","완벽한 공부법","K652535357","9791160486735","03810","로크미디어","고영성.신영준 지음","19,800","17,820","1,980","10%","990점","20170106","23722"
"11","자기계발","타이탄의 도구들","K162530537","9791158510619","03190","토네이도","팀 페리스 지음, 박선령 외 옮김","15,000","13,500","1,500","10%","750점","20170403","10894"
"12","자기계발","2억 빚을 진 내게 우주님이 가르쳐준 운이 풀리는 말버릇","K992531708","9791186688960","03320","나무생각","고이케 히로시 지음, 이정환 옮김","12,800","11,520","1,280","10%","640점","20170814","10679"
"13","자기계발","3개의 소원 100일의 기적","8934973099","9788934973096","13190","김영사","이시다 히사쓰구 지음, 이수경 옮김","12,800","11,520","1,280","10%","640점","20160111","3287"
"14","자기계발","5초의 법칙","K682531514","9791157842049","13320","한빛비즈","멜 로빈스 지음, 정미화 옮김","14,000","12,600","1,400","10%","700점","20170901","4586"
"15","자기계발","마인드셋","K602531937","9791187165286","03190","스몰빅라이프","캐롤 드웩 지음, 김준수 옮김","16,000","14,400","1,600","10%","800점","20171030","16667"
"16","자기계발","조용히 이기는 사람들","K642531305","9791186940297","03190","이마","마티아스 뇔케 지음, 이미옥 옮김","13,000","11,700","1,300","10%","650점","20170808","987"
"17","자기계발","옵션 B","893788898X","9788937888984","03190","와이즈베리","셰릴 샌드버그.애덤 그랜트 지음, 안기순 옮김","16,000","14,400","1,600","10%","800점","20171025","2183"
"18","자기계발","그릿 GRIT","K182535923","9791186805398","03190","비즈니스북스","앤절라 더크워스 지음, 김미정 옮김","16,000","14,400","1,600","10%","800점","20161025","16933"
"19","자기계발","사주 경영학","K362531334","9791186805862","03190","비즈니스북스","김원 지음","16,000","14,400","1,600","10%","800점","20171025","972"
"20","자기계발","메모의 재발견","K392531420","9791186805848","03190","비즈니스북스","사이토 다카시 지음, 김윤경 옮김","13,000","11,700","1,300","10%","650점","20170930","787"
"21","자기계발","인생을 바꿀 책속의 명언 300","K692531031","9791186151105","13320","리텍콘텐츠","최영환 지음","14,000","12,600","1,400","10%","700점","20171010","1988"
"22","자기계발","모든 관계는 말투에서 시작된다","K592534093","9788960863859","03320","위즈덤하우스","김범준 지음","12,800","11,520","1,280","10%","640점","20170619","3662"
"23","자기계발","하버드 마지막 강의","K502531608","9791186805794","03190","비즈니스북스","제임스 라이언 지음, 노지양 옮김","12,500","11,250","1,250","10%","620점","20170821","2073"
"24","자기계발","1분 상식 사전","K732535642","9791186877326","13590","별글","엔사이클로넷 지음, 이소영 옮김","13,000","11,700","1,300","10%","650점","20161219","2934"
"25","자기계발","근데, 영화 한 편 씹어먹어 봤니?","K832531237","9791130614427","03320","다산4.0","신왕국 지음","14,000","12,600","1,400","10%","700점","20171010","2404"
"26","자기계발","레버리지 (반양장)","K052531068","9791130612249","13320","다산북스","롭 무어 지음, 김유미 옮김","15,000","13,500","1,500","10%","750점","20170508","4780"
"27","자기계발","5년 후 나에게 - Q&A a day","K142434572","9791158510244","14190","토네이도","포터 스타일 지음, 정지현 옮김","14,800","13,320","1,480","10%","740점","20151116","29832"
"28","자기계발","최고의 휴식","8925562057","9788925562056","03320","알에이치코리아(RHK)","구가야 아키라 지음, 홍성민 옮김","14,800","13,320","1,480","10%","740점","20170720","3364"
"29","자기계발","좋아하는 것을 돈으로 바꾸는 법","K272531127","9791157682874","03190","동양북스(동양문고)","멘탈리스트 다이고 지음, 김해용 옮김","13,000","11,700","1,300","10%","650점","20170915","658"
"30","자기계발","알면서도 알지 못하는 것들","K052536963","9791195963300","03320","스노우폭스북스","김승호 지음, 권아리 그림","15,800","14,220","1,580","10%","790점","20170110","3755"
"31","자기계발","감정에 솔직하지 못한 나에게","8925562367","9788925562360","03320","알에이치코리아(RHK)","이소라 지음","15,000","13,500","1,500","10%","750점","20170925","363"
"32","자기계발","백만불짜리 습관","899558551X","9788995585511","13320","용오름","브라이언 트레이시 지음, 서사봉 옮김","10,000","9,000","1,000","10%","500점","20050122","14372"
"33","자기계발","머리를 써야 할 때 감정을 쓰지 마라","K182531120","9791186665664","03190","유노북스","차이웨이 지음, 정유희 옮김","15,000","13,500","1,500","10%","750점","20170907","455"
"34","자기계발","슈퍼 파워 암기법","K712531826","9791155427200","03320","매일경제신문사","체스터 산토스 지음, 석혜미 옮김, 정계원 감수","14,000","12,600","1,400","10%","700점","20170920","356"
"35","자기계발","혼자 잘해주고 상처받지 마라","8950967294","9788950967291","03320","21세기북스","유은정 지음","15,000","13,500","1,500","10%","750점","20161027","7930"
"36","자기계발","왓칭 Watching","893570346X","9788935703463","03320","정신세계사","김상운 지음","13,000","11,700","1,300","10%","650점","20110412","23023"
"37","자기계발","라곰","890121945X","9788901219455","03190","웅진지식하우스","롤라 오케르스트룀 지음, 하수정 옮김","14,800","13,320","1,480","10%","740점","20170918","839"
"38","자기계발","9등급 꼴찌, 1년 만에 통역사 된 비법","8901215705","9788901215709","03320","리더스북","장동완 지음","14,000","12,600","1,400","10%","700점","20170410","2478"
"39","자기계발","오늘 또 일을 미루고 말았다","K522531319","9791158461812","03190","북클라우드","나카지마 사토시 지음, 양수현 옮김","13,000","11,700","1,300","10%","650점","20170901","1070"
"40","자기계발","말투 하나 바꿨을 뿐인데","K662530939","9791186665503","03190","유노북스","나이토 요시히토 지음, 김한나 옮김","13,000","11,700","1,300","10%","650점","20170310","4920"
"41","자기계발","프레임","8950966441","9788950966447","03320","21세기북스","최인철 지음","16,000","14,400","1,600","10%","800점","20160901","12261"
"42","자기계발","오늘부터 내 인생, 내가 결정합니다","8993635846","9788993635843","03190","갈매나무","마르틴 베를레 지음, 장혜경 옮김","14,000","12,600","1,400","10%","700점","20170724","510"
"43","자기계발","생각의 비밀","8997287095","9788997287093","13320","황금사자","김승호 지음","14,000","12,600","1,400","10%","700점","20150915","25082"
"44","자기계발","나를 세우는 단단한 힘 문사철","8954438083","9788954438087","03320","자음과모음","이지성.스토리베리 지음","15,000","13,500","1,500","10%","750점","20171023","331"
"45","자기계발","허팝과 함께하는 유튜브 크리에이터 되기","K392531220","9791162240007","13000","한빛미디어","허팝.강전희.안정기 지음","15,000","13,500","1,500","10%","750점","20170928","1151"
"46","자기계발","여자의 독서","K822531093","9791130613376","03800","다산북스","김진애 지음","16,000","14,400","1,600","10%","800점","20170710","2471"
"47","자기계발","내가 상상하면 꿈이 현실이 된다","8965841216","9788965841210","13320","미래지식","김새해 지음","15,000","13,500","1,500","10%","750점","20140530","1083"
"48","자기계발","내 인생의 첫 책쓰기","8998294362","9788998294366","03320","더블:엔","김우태 지음","13,000","11,700","1,300","10%","650점","20171012","344"
"49","자기계발","왓칭 2 Watching 2","8935703974","9788935703975","04320","정신세계사","김상운 지음","17,000","15,300","1,700","10%","850점","20160119","7879"
"50","자기계발","리듬","8935703699","9788935703692","03320","정신세계사","김상운 지음","15,000","13,500","1,500","10%","750점","20130620","4226"
"51","자기계발","0초 공부법","K612531517","9791155427194","13320","매일경제신문사","우쓰데 마사미 지음, 강다영 옮김","14,000","12,600","1,400","10%","700점","20170903","516"
"52","자기계발","정서적 협박에서 벗어나라","8965705193","9788965705192","03180","쌤앤파커스","저우무쯔 지음, 하은지 옮김","14,000","12,600","1,400","10%","700점","20171030","406"
"53","자기계발","백만장자 시크릿","8925520389","9788925520384","03320","알에이치코리아(RHK)","하브 에커 지음, 나선숙 옮김","12,000","10,800","1,200","10%","600점","20080716","8127"
"54","자기계발","이지성의 꿈꾸는 다락방 (양장)","K122531589","9791185035956","03320","차이정원","이지성 지음","15,000","13,500","1,500","10%","750점","20170630","10736"
"55","자기계발","미라클 모닝","K902434025","9791157841110","13320","한빛비즈","할 엘로드 지음, 김현수 옮김","12,000","10,800","1,200","10%","600점","20160222","38976"
"56","자기계발","우아한 관찰주의자","8935211710","9788935211715","03320","청림출판","에이미 E. 허먼 지음, 문희경 옮김","18,500","16,650","1,850","10%","920점","20170614","3298"
"57","자기계발","에고라는 적","8965962099","9788965962090","03190","흐름출판","라이언 홀리데이 지음, 이경식 옮김","14,800","13,320","1,480","10%","740점","20170403","5930"
"58","자기계발","미니멀리스트의 집안일 아이디어 63","K022531328","9791155360699","13590","즐거운상상","미쉘 지음, 김수정 옮김","13,000","11,700","1,300","10%","650점","20170925","317"
"59","자기계발","당신은 아무 일 없던 사람보다 강합니다","K822535127","9791187498056","03320","수오서재","김창옥 지음","14,800","13,320","1,480","10%","740점","20161010","6104"
"60","자기계발","리딩으로 리드하라","K942434149","9791185035444","03320","차이정원","이지성 지음","17,000","15,300","1,700","10%","850점","20160405","7908"
"61","자기계발","행복을 풀다","8947542148","9788947542142","03320","한국경제신문","모 가댓 지음, 강주헌 옮김","16,000","14,400","1,600","10%","800점","20170622","1665"
"62","자기계발","심플하게 산다","8955616473","9788955616477","13320","바다출판사","도미니크 로로 지음, 김성희 옮김","12,000","10,800","1,200","10%","600점","20120903","14053"
"63","자기계발","파리에서 도시락을 파는 여자","K512531846","9791130614670","03320","다산3.0","켈리 최 지음","15,000","13,500","1,500","10%","750점","20171023","8578"
"64","자기계발","그녀를 모르는 그에게","8965746337","9788965746331","03180","해냄","존 가트맨 외 지음, 정미나 옮김","16,000","14,400","1,600","10%","800점","20170918","268"
