순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
"1","자기계발","어떻게 원하는 것을 얻는가","8933870180","9788933870181","03320","8.0","스튜어트 다이아몬드 지음, 김태훈 옮김","15,000","13,500","1,500","10%","750점","20111130","31277"
"2","자기계발","나는 까칠하게 살기로 했다","899674641X","9788996746416","03320","센추리원","양창순 지음","15,000","13,500","1,500","10%","750점","20120201","13807"
"3","자기계발","마흔, 논어를 읽어야 할 시간","8950933403","9788950933401","03320","21세기북스","신정근 지음","15,000","13,500","1,500","10%","750점","20111005","12698"
"4","자기계발","한 번은 독해져라","1130603342","9791130603346","13320","다산북스","김진애 지음","15,000","13,500","1,500","10%","750점","20140707","3254"
"5","자기계발","습관의 힘","890115059X","9788901150598","03320","갤리온","찰스 두히그 지음, 강주헌 옮김","16,000","14,400","1,600","10%","800점","20121030","22860"
"6","자기계발","잡담이 능력이다","8960866458","9788960866454","13320","위즈덤하우스","사이토 다카시 지음, 장은주 옮김","13,000","11,700","1,300","10%","650점","20140109","6871"
"7","자기계발","적을 만들지 않는 대화법","8995932589","9788995932582","03320","갈매나무","샘 혼 지음, 이상원 옮김","12,000","10,800","1,200","10%","600점","20150323","24038"
"8","자기계발","1만 시간의 법칙","8960862371","9788960862371","13320","위즈덤하우스","이상훈 지음","10,000","9,000","1,000","10%","500점","20100303","11529"
"9","자기계발","원씽 The One Thing","K572531249","9788997575169","13190","비즈니스북스","게리 켈러 & 제이 파파산 지음, 구세희 옮김","14,000","12,600","1,400","10%","700점","20130820","5559"
"10","자기계발","어떻게 원하는 삶을 살 것인가","8960867322","9788960867321","13320","위즈덤하우스","우간린 지음, 임대근 옮김","14,800","13,320","1,480","10%","740점","20141020","1256"
"11","자기계발","구글은 어떻게 일하는가","8934969008","9788934969006","13200","김영사","에릭 슈미트 & 조너선 로젠버그 & 앨런 이글 지음, 박병화 옮김","15,800","14,220","1,580","10%","790점","20141017","4215"
"12","자기계발","나를 세우는 옛 문장들","8962605805","9788962605808","03320","생각연구소","김영수 지음","18,000","16,200","1,800","10%","900점","20130430","972"
"13","자기계발","카네기 인간관계론 (반양장)","8956370591","9788956370590","04320","씨앗을뿌리는사람","데일 카네기 지음, 최염순 옮김","12,000","10,800","1,200","10%","600점","20041125","36897"
"14","자기계발","왜 나는 법을 공부하는가","1130602885","9791130602882","13320","다산북스","조국 지음, 류재운 정리","15,000","13,500","1,500","10%","750점","20140610","4873"
"15","자기계발","나를 지켜낸다는 것","8960866598","9788960866591","13320","위즈덤하우스","팡차오후이 지음, 박찬철 옮김","15,000","13,500","1,500","10%","750점","20140228","3294"
"16","자기계발","침묵 입문","8950934760","9788950934767","13040","21세기북스","코이케 류노스케 지음, 유윤한 옮김","12,000","10,800","1,200","10%","600점","20111223","1007"
"17","자기계발","티핑 포인트","8950906430","9788950906436","13320","21세기북스","말콤 글래드웰 지음, 임옥희 옮김","12,000","10,800","1,200","10%","600점","20040914","6127"
