순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
"1","자기계발","다윗과 골리앗","8950952890","9788950952891","13320","21세기북스","말콤 글래드웰 지음, 선대인 옮김","17,000","15,300","1,700","10%","850점","20140127","7282"
"2","자기계발","FBI 행동의 심리학","8901110806","9788901110806","03320","리더스북","조 내버로 & 마빈 칼린스 지음, 박정길 옮김","14,000","12,600","1,400","10%","700점","20100913","22197"
"3","자기계발","어떻게 배울 것인가","8997575198","9788997575190","13190","비즈니스북스","존 맥스웰 지음, 박산호 옮김","15,000","13,500","1,500","10%","750점","20140115","2176"
"4","자기계발","흔들리지 않고 피어나는 마흔은 없다","8993734232","9788993734232","13320","프롬북스","김병수 지음","14,000","12,600","1,400","10%","700점","20121017","8321"
"5","자기계발","이카루스 이야기","8947529451","9788947529457","13320","한국경제신문","세스 고딘 지음, 박세연 옮김","14,000","12,600","1,400","10%","700점","20140115","3141"
"6","자기계발","시골의사 박경철의 자기혁명","8901130467","9788901130460","03320","리더스북","박경철 지음","16,000","14,400","1,600","10%","800점","20110930","25946"
"7","자기계발","사람은 무엇으로 성장하는가","8997575082","9788997575084","13190","비즈니스북스","존 맥스웰 지음, 김고명 옮김, 전옥표 감수","14,500","13,050","1,450","10%","720점","20121005","9659"
"8","자기계발","퍼펙트 워크","1130601005","9791130601007","13320","다산북스","왕중추.주신위에 지음","15,000","13,500","1,500","10%","750점","20140106","2221"
"9","자기계발","설득의 심리학","8950949156","9788950949150","13320","21세기북스","로버트 치알디니 지음, 황혜숙 옮김","16,000","14,400","1,600","10%","800점","20130722","5882"
"10","자기계발","식욕 버리기 연습","894752851X","9788947528511","13180","한국경제신문","마리아 산체스 지음, 송경은 옮김, 유은정 감수","13,000","11,700","1,300","10%","650점","20120515","2187"
"11","자기계발","독학의 권유","8994013385","9788994013381","13320","토네이도","이중재 지음","13,000","11,700","1,300","10%","650점","20110704","2233"
"12","자기계발","심플하게 산다","8955616473","9788955616477","13320","바다출판사","도미니크 로로 지음, 김성희 옮김","12,000","10,800","1,200","10%","600점","20120903","14053"
"13","자기계발","나는 그럭저럭 살지 않기로 했다","8965960274","9788965960270","03320","흐름출판","리처드 브로디 지음, 노지양 옮김","13,000","11,700","1,300","10%","650점","20120608","772"
"14","자기계발","그릿 Grit","8965701813","9788965701811","03320","쌤앤파커스","김주환 지음","15,000","13,500","1,500","10%","750점","20131125","3082"
"15","자기계발","메모의 기술","8990098556","9788990098559","03320","해바라기","사카토 켄지 지음, 고은진 옮김","9,500","8,550","950","10%","470점","20050315","9401"
"16","자기계발","왜 공부하는가","1130600491","9791130600499","03320","다산북스","김진애 지음","15,000","13,500","1,500","10%","750점","20131018","2650"
"17","자기계발","꿈꾸는 다락방","8974254891","9788974254896","03320","국일미디어(국일출판사)","이지성 지음","13,500","12,150","1,350","10%","670점","20070521","46807"
