순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
"1","자기계발","9등급 꼴찌, 1년 만에 통역사 된 비법","8901215705","9788901215709","03320","리더스북","장동완 지음","14,000","12,600","1,400","10%","700점","20170410","2478"
"2","자기계발","레버리지 (반양장)","K052531068","9791130612249","13320","다산북스","롭 무어 지음, 김유미 옮김","15,000","13,500","1,500","10%","750점","20170508","4780"
"3","자기계발","말의 품격","K322733332","9788997092772","03810","황소북스","이기주 지음","14,500","13,050","1,450","10%","720점","20170529","23341"
"4","자기계발","1시간에 1권 퀀텀 독서법","8935211605","9788935211609","03320","청림출판","김병완 지음","15,000","13,500","1,500","10%","750점","20170331","6064"
"5","자기계발","타이탄의 도구들","K162530537","9791158510619","03190","토네이도","팀 페리스 지음, 박선령 외 옮김","15,000","13,500","1,500","10%","750점","20170403","10894"
"6","자기계발","영어책 한 권 외워봤니?","8960863130","9788960863132","03320","위즈덤하우스","김민식 지음","14,000","12,600","1,400","10%","700점","20170111","14430"
"7","자기계발","약간의 거리를 둔다","K912535328","9791186274156","03830","책읽는고양이","소노 아야코 지음, 김욱 옮김","9,900","8,910","990","10%","490점","20161020","15634"
"8","자기계발","그릿 GRIT","K182535923","9791186805398","03190","비즈니스북스","앤절라 더크워스 지음, 김미정 옮김","16,000","14,400","1,600","10%","800점","20161025","16933"
"9","자기계발","완벽한 공부법","K652535357","9791160486735","03810","로크미디어","고영성.신영준 지음","19,800","17,820","1,980","10%","990점","20170106","23722"
"10","자기계발","토킹 투 크레이지","K532531366","9791157841868","13320","한빛비즈","마크 고울스톤 지음, 이지연 옮김","14,000","12,600","1,400","10%","700점","20170522","1319"
"11","자기계발","에고라는 적","8965962099","9788965962090","03190","흐름출판","라이언 홀리데이 지음, 이경식 옮김","14,800","13,320","1,480","10%","740점","20170403","5930"
"12","자기계발","좋아하는 일만 하며 재미있게 살 순 없을까?","K682530352","9791187147152","03320","아날로그(글담)","나카고시 히로시 지음, 강수연 옮김","13,000","11,700","1,300","10%","650점","20170505","823"
"13","자기계발","말투 하나 바꿨을 뿐인데","K662530939","9791186665503","03190","유노북스","나이토 요시히토 지음, 김한나 옮김","13,000","11,700","1,300","10%","650점","20170310","4920"
"14","자기계발","엘리트 마인드","K192530948","9791159311130","03320","비즈페이퍼","스탠 비첨 지음, 차백만 옮김","15,000","13,500","1,500","10%","750점","20170330","1759"
"15","자기계발","딥 워크","8937434083","9788937434082","03320","민음사","칼 뉴포트 지음, 김태훈 옮김","15,000","13,500","1,500","10%","750점","20170401","6266"
"16","자기계발","해피니스 트랙","8947541931","9788947541930","03320","한국경제신문","에마 세팔라 지음, 이수경 옮김","15,000","13,500","1,500","10%","750점","20170420","455"
"17","자기계발","어쨌거나 마이웨이","8970655646","9788970655642","03190","홍익","안드레아 오언 지음, 임가영 옮김","14,800","13,320","1,480","10%","740점","20170420","538"
"18","자기계발","5년 후 나에게 - Q&A a day","K142434572","9791158510244","14190","토네이도","포터 스타일 지음, 정지현 옮김","14,800","13,320","1,480","10%","740점","20151116","29832"
"19","자기계발","왜 나는 법을 공부하는가","1130602885","9791130602882","13320","다산북스","조국 지음, 류재운 정리","15,000","13,500","1,500","10%","750점","20140610","4873"
"20","자기계발","대통령의 말하기","8960869708","9788960869707","03320","위즈덤하우스","윤태영 지음","15,000","13,500","1,500","10%","750점","20160824","6360"
"21","자기계발","하루 30분의 힘","K512530855","9791186805633","03190","비즈니스북스","김범준 지음","12,800","11,520","1,280","10%","640점","20170420","575"
"22","자기계발","프레임","8950966441","9788950966447","03320","21세기북스","최인철 지음","16,000","14,400","1,600","10%","800점","20160901","12261"
"23","자기계발","신혼 살림법","8968331316","9788968331312","13590","나무수","최정인 지음","15,000","13,500","1,500","10%","750점","20170407","846"
"24","자기계발","아침 5시의 기적","K082536574","9791186805534","03190","비즈니스북스","제프 샌더스 지음, 박은지 옮김","13,000","11,700","1,300","10%","650점","20170210","4171"
"25","자기계발","돌파력","K162530353","9791186757154","03190","심플라이프","라이언 홀리데이 지음, 안종설 옮김","14,000","12,600","1,400","10%","700점","20170428","2674"
"26","자기계발","혼자 잘해주고 상처받지 마라","8950967294","9788950967291","03320","21세기북스","유은정 지음","15,000","13,500","1,500","10%","750점","20161027","7930"
"27","자기계발","포텐셜","K082530057","9791186805657","03320","비즈니스북스","데이브 알레드 지음, 이은경 옮김","14,000","12,600","1,400","10%","700점","20170428","512"
"28","자기계발","기적의 집중력","K122536189","9791186805558","03190","비즈니스북스","모리 겐지로 지음, 정지영 옮김","12,800","11,520","1,280","10%","640점","20170228","1569"
"29","자기계발","있는 자리 흩트리기","896570460X","9788965704607","03190","쌤앤파커스","김동연 지음","15,000","13,500","1,500","10%","750점","20170505","1718"
"30","자기계발","함부로 말하는 사람과 대화하는 법","8993635641","9788993635645","03320","갈매나무","샘 혼 지음, 이상원 옮김","13,000","11,700","1,300","10%","650점","20151125","2094"
"31","자기계발","독서 천재가 된 홍 팀장","K392531663","9791130612416","03320","다산라이프","강규형 지음","15,000","13,500","1,500","10%","750점","20170522","4109"
"32","자기계발","1분 상식 사전","K732535642","9791186877326","13590","별글","엔사이클로넷 지음, 이소영 옮김","13,000","11,700","1,300","10%","650점","20161219","2934"
"33","자기계발","기쁨에 접속하라","8952778049","9788952778048","03320","알키","차드 멩 탄 지음, 유정은 옮김","15,000","13,500","1,500","10%","750점","20170320","1035"
"34","자기계발","사랑을 지키는 법","8950969718","9788950969714","03180","21세기북스","조나 레러 지음, 박내선 옮김","15,000","13,500","1,500","10%","750점","20170515","857"
"35","자기계발","미라클 모닝","K902434025","9791157841110","13320","한빛비즈","할 엘로드 지음, 김현수 옮김","12,000","10,800","1,200","10%","600점","20160222","38976"
"36","자기계발","자기합리화의 힘","8960863602","9788960863606","03320","위즈덤하우스","이승민 지음","13,000","11,700","1,300","10%","650점","20170510","259"
"37","자기계발","10권을 읽고 1000권의 효과를 얻는 책 읽기 기술","K842530451","9791195541553","03320","비엠케이(BMK)","이정훈 지음","15,800","14,220","1,580","10%","790점","20170421","761"
"38","자기계발","왜 자꾸 그녀에게 시선이 갈까?","K142531166","9791188039012","03320","레드박스","나카이 노부유키 지음, 정은희 옮김","14,000","12,600","1,400","10%","700점","20170519","261"
"39","자기계발","차덕후, 처음 집을 짓다","K382530050","9791187512127","13590","앵글북스","김준선 지음","15,500","13,950","1,550","10%","770점","20170427","272"
"40","자기계발","당신은 아무 일 없던 사람보다 강합니다","K822535127","9791187498056","03320","수오서재","김창옥 지음","14,800","13,320","1,480","10%","740점","20161010","6104"
"41","자기계발","생각정리스킬","K082536066","9791195901968","13320","천그루숲","복주환 지음","14,000","12,600","1,400","10%","700점","20170120","9191"
"42","자기계발","내 삶의 주인으로 산다는 것","K212530450","9791187604204","03190","책들의정원","김권수 지음","15,000","13,500","1,500","10%","750점","20170424","295"
"43","자기계발","버리는 연습, 버리는 힘","K192530637","9791195847952","03190","봄고양이","노자와 야스에 지음, 이소영 옮김","12,000","10,800","1,200","10%","600점","20170330","477"
"44","자기계발","지혜의 심리학","8997743333","9788997743339","03180","진성북스","김경일 지음","16,500","14,850","1,650","10%","820점","20170313","5020"
"45","자기계발","꼰대 김철수","8968331251","9788968331251","03810","허밍버드","정철 지음, 이소정 그림","13,800","12,420","1,380","10%","690점","20170222","675"
