순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
"1","자기계발","완벽한 공부법","K652535357","9791160486735","03810","로크미디어","고영성.신영준 지음","19,800","17,820","1,980","10%","990점","20170106","23722"
"2","자기계발","영어책 한 권 외워봤니?","8960863130","9788960863132","03320","위즈덤하우스","김민식 지음","14,000","12,600","1,400","10%","700점","20170111","14430"
"3","자기계발","그릿 GRIT","K182535923","9791186805398","03190","비즈니스북스","앤절라 더크워스 지음, 김미정 옮김","16,000","14,400","1,600","10%","800점","20161025","16933"
"4","자기계발","5년 후 나에게 - Q&A a day","K142434572","9791158510244","14190","토네이도","포터 스타일 지음, 정지현 옮김","14,800","13,320","1,480","10%","740점","20151116","29832"
"5","자기계발","게으름도 습관이다","895277776X","9788952777768","03320","알키","최명기 지음","14,000","12,600","1,400","10%","700점","20170105","2868"
"6","자기계발","혼자 잘해주고 상처받지 마라","8950967294","9788950967291","03320","21세기북스","유은정 지음","15,000","13,500","1,500","10%","750점","20161027","7930"
"7","자기계발","나는 이제 참지 않고 말하기로 했다","8993635765","9788993635768","03190","갈매나무","니콜 슈타우딩거 지음, 장혜경 옮김","14,000","12,600","1,400","10%","700점","20161220","1839"
"8","자기계발","약간의 거리를 둔다","K912535328","9791186274156","03830","책읽는고양이","소노 아야코 지음, 김욱 옮김","9,900","8,910","990","10%","490점","20161020","15634"
"9","자기계발","넌 지금 그걸 말이라고 하세요?","K342535158","9791195961900","13000","어나더북(Anotherbook)","윤영미 지음","11,500","10,350","1,150","10%","570점","20161212","1551"
"10","자기계발","대통령의 말하기","8960869708","9788960869707","03320","위즈덤하우스","윤태영 지음","15,000","13,500","1,500","10%","750점","20160824","6360"
"11","자기계발","알면서도 알지 못하는 것들","K052536963","9791195963300","03320","스노우폭스북스","김승호 지음, 권아리 그림","15,800","14,220","1,580","10%","790점","20170110","3755"
"12","자기계발","위대한 멈춤","893291804X","9788932918044","03190","열린책들","박승오.홍승완 지음","22,000","19,800","2,200","10%","1,100점","20161215","1171"
"13","자기계발","메시 Messy","8960863106","9788960863101","03320","위즈덤하우스","팀 하포드 지음, 윤영삼 옮김","16,800","15,120","1,680","10%","840점","20161221","843"
"14","자기계발","씀","K442535358","9791159033636","03810","더스토리","책속의 한줄 지음","14,800","13,320","1,480","10%","740점","20161228","628"
"15","자기계발","나는 까칠하게 살기로 했다","K892535547","9791130610450","03320","다산북스","양창순 지음","15,000","13,500","1,500","10%","750점","20161129","3691"
